time_s,EMG1_mV,EMG2_mV,AX_g,AY_g,AZ_g,GX_dps,GY_dps,GZ_dps
151.785,-0.00282,-0.021539,0.032,0.981,0.289,-0.37,-0.3,-0.37
151.79,59.201599,-0.022234,0.032,0.981,0.289,-0.37,-0.3,-0.37
151.795,63.814224,-0.014428,0.031,0.983,0.293,-0.24,-0.3,-0.24
151.8,0.003597,41.538788,0.031,0.983,0.293,-0.24,-0.3,-0.24
151.805,-0.002493,-0.008256,0.03,0.98,0.291,-0.24,-0.3,-0.24
151.81,58.030537,-0.008011,0.03,0.98,0.291,-0.24,-0.3,-0.24
151.815,57.639397,-0.00846,0.031,0.979,0.288,-0.37,-0.3,-0.18
151.82,0.002861,51.786068,0.031,0.979,0.288,-0.37,-0.3,-0.18
151.825,0.002125,-0.018188,0.031,0.979,0.288,-0.37,-0.3,-0.18
151.83,0.038501,-0.02203,0.03,0.981,0.287,-0.3,-0.37,-0.24
151.835,30.799812,-0.016267,0.03,0.981,0.287,-0.3,-0.37,-0.24
151.84,-0.00846,46.218029,0.03,0.98,0.287,-0.3,-0.49,-0.24
151.845,-0.010054,-0.010259,0.03,0.98,0.287,-0.3,-0.49,-0.24
151.85,-0.008583,-0.017289,0.029,0.981,0.288,-0.24,-0.3,-0.3
151.855,3.040941,-0.018842,0.029,0.981,0.288,-0.24,-0.3,-0.3
151.86,0.001144,42.041588,0.03,0.981,0.29,-0.24,-0.37,-0.3
151.865,-0.000572,-0.007561,0.03,0.981,0.29,-0.24,-0.37,-0.3
151.87,-0.003147,-0.006866,0.03,0.981,0.292,-0.3,-0.37,-0.24
151.875,5.797822,-0.009033,0.03,0.981,0.292,-0.3,-0.37,-0.24
151.88,1.352201,35.417259,0.032,0.979,0.291,-0.18,-0.3,-0.24
151.885,-0.006866,-0.017493,0.032,0.979,0.291,-0.18,-0.3,-0.24
151.89,-0.013529,-0.020436,0.03,0.98,0.29,-0.18,-0.3,-0.37
151.895,27.142117,-0.016717,0.03,0.98,0.29,-0.18,-0.3,-0.37
151.9,15.781321,18.76635,0.032,0.98,0.289,-0.24,-0.3,-0.3
151.905,-0.000327,-0.020109,0.032,0.98,0.289,-0.24,-0.3,-0.3
151.91,-0.000327,-0.018392,0.032,0.98,0.29,-0.24,-0.43,-0.3
151.915,46.061489,-0.016349,0.032,0.98,0.29,-0.24,-0.43,-0.3
151.92,28.838621,19.166485,0.031,0.981,0.29,-0.12,-0.37,-0.3
151.925,-0.007888,-0.020763,0.031,0.981,0.29,-0.12,-0.37,-0.3
151.93,-0.013651,-0.016144,0.031,0.978,0.289,-0.3,-0.43,-0.3
151.935,56.131065,-0.018515,0.031,0.978,0.289,-0.3,-0.43,-0.3
151.94,45.958412,18.595669,0.031,0.979,0.291,-0.24,-0.43,-0.24
151.945,-0.00045,-0.00327,0.031,0.979,0.291,-0.24,-0.43,-0.24
151.95,0.001226,-0.004414,0.032,0.979,0.292,-0.24,-0.37,-0.24
151.955,18.673325,-0.00564,0.032,0.979,0.292,-0.24,-0.37,-0.24
151.96,61.106136,27.043535,0.029,0.98,0.289,-0.24,-0.3,-0.18
151.965,-0.012875,0.097193,0.029,0.98,0.289,-0.24,-0.3,-0.18
151.97,-0.00609,-0.018065,0.031,0.982,0.29,-0.12,-0.37,-0.24
151.975,2.508054,-0.019291,0.031,0.982,0.29,-0.12,-0.37,-0.24
151.98,-0.004741,19.66095,0.03,0.98,0.291,-0.24,-0.37,-0.24
151.985,-0.008256,0.318064,0.03,0.98,0.291,-0.24,-0.37,-0.24
151.99,-0.010831,-0.01782,0.029,0.979,0.289,-0.24,-0.24,-0.18
151.995,26.240322,-0.01545,0.029,0.979,0.289,-0.24,-0.24,-0.18
152.0,26.864761,-0.003515,0.031,0.982,0.291,-0.24,-0.37,-0.24
152.005,-0.012302,0.059264,0.031,0.982,0.291,-0.24,-0.37,-0.24
152.01,-0.009809,-0.01455,0.029,0.981,0.292,-0.18,-0.43,-0.24
152.015,37.57357,-0.019414,0.029,0.981,0.292,-0.18,-0.43,-0.24
152.02,42.619598,0.057874,0.03,0.98,0.291,-0.18,-0.3,-0.3
152.025,-0.00891,3.768866,0.03,0.98,0.291,-0.18,-0.3,-0.3
152.03,-0.008011,-0.019087,0.029,0.983,0.286,-0.37,-0.37,-0.3
152.035,58.554432,-0.016594,0.029,0.983,0.286,-0.37,-0.37,-0.3
152.04,53.024403,0.062861,0.03,0.982,0.29,-0.24,-0.37,-0.24
152.045,-0.004046,-11.005416,0.03,0.982,0.29,-0.24,-0.37,-0.24
152.05,-0.001144,-0.017616,0.031,0.981,0.293,-0.12,-0.37,-0.3
152.055,0.01594,-0.022806,0.031,0.981,0.293,-0.12,-0.37,-0.3
152.06,31.87858,0.005722,0.032,0.98,0.289,-0.24,-0.37,-0.3
152.065,-0.008583,7.322093,0.032,0.98,0.289,-0.24,-0.37,-0.3
152.07,-0.010954,-0.018065,0.031,0.98,0.292,-0.3,-0.37,-0.3
152.075,-0.007357,-0.015817,0.031,0.98,0.292,-0.3,-0.37,-0.3
152.08,4.666328,-0.013896,0.031,0.979,0.29,-0.18,-0.3,-0.18
152.085,0.003188,6.978607,0.031,0.979,0.29,-0.18,-0.3,-0.18
152.09,-0.002371,-0.003392,0.029,0.979,0.291,-0.18,-0.24,-0.24
152.095,-0.004986,-0.009809,0.029,0.979,0.291,-0.18,-0.24,-0.24
152.1,21.566229,-0.006417,0.03,0.981,0.288,-0.24,-0.3,-0.24
152.105,11.643954,44.597954,0.03,0.981,0.288,-0.24,-0.3,-0.24
152.11,-0.01173,-0.006335,0.033,0.981,0.289,-0.24,-0.37,-0.43
152.115,-0.009482,-0.000245,0.033,0.981,0.289,-0.24,-0.37,-0.43
152.12,39.064816,-0.006417,0.03,0.981,0.289,-0.24,-0.43,-0.37
152.125,0.003842,58.61533,0.03,0.981,0.289,-0.24,-0.43,-0.37
152.13,-0.00045,-0.018719,0.031,0.981,0.288,-0.18,-0.37,-0.3
152.135,54.130314,-0.016267,0.031,0.981,0.288,-0.18,-0.37,-0.3
152.14,50.34951,-0.01218,0.03,0.98,0.29,-0.18,-0.37,-0.37
152.145,0.000572,48.764748,0.03,0.98,0.29,-0.18,-0.37,-0.37
152.15,0.002698,-0.019741,0.03,0.98,0.289,-0.18,-0.37,-0.3
152.155,0.052398,-0.015572,0.03,0.98,0.289,-0.18,-0.37,-0.3
152.16,1.489285,-0.017943,0.029,0.981,0.289,-0.12,-0.3,-0.3
152.165,-0.002371,44.054688,0.029,0.981,0.289,-0.12,-0.3,-0.3
152.17,-0.001921,-0.016349,0.031,0.98,0.29,-0.24,-0.37,-0.24
152.175,-0.004046,-0.020191,0.031,0.98,0.29,-0.24,-0.37,-0.24
152.18,15.080371,-0.018638,0.031,0.981,0.29,-0.3,-0.3,-0.24
152.185,7.463919,45.686039,0.031,0.981,0.29,-0.3,-0.3,-0.24
152.19,-0.010381,-0.003065,0.032,0.981,0.29,-0.18,-0.3,-0.3
152.195,-0.014223,-0.007112,0.032,0.981,0.29,-0.18,-0.3,-0.3
152.2,17.184204,-0.007807,0.029,0.98,0.288,-0.18,-0.3,-0.12
152.205,15.427617,13.490214,0.029,0.98,0.288,-0.18,-0.3,-0.12
152.21,0.015041,-0.020763,0.03,0.98,0.29,-0.18,-0.37,-0.3
152.215,-0.003065,-0.016022,0.03,0.98,0.29,-0.18,-0.37,-0.3
152.22,64.441437,-0.014346,0.031,0.981,0.291,-0.24,-0.3,-0.24
152.225,50.88599,17.0275,0.031,0.981,0.291,-0.24,-0.3,-0.24
152.23,-0.008583,-0.017289,0.032,0.981,0.29,-0.18,-0.37,-0.24
152.235,-0.005967,-0.013896,0.032,0.981,0.29,-0.18,-0.37,-0.24
152.24,47.217098,-0.019414,0.029,0.981,0.291,-0.18,-0.43,-0.3
152.245,56.730736,17.2075,0.029,0.981,0.291,-0.18,-0.43,-0.3
152.25,-0.012425,0.001717,0.029,0.982,0.29,-0.24,-0.37,-0.3
152.255,-0.007684,-0.006989,0.029,0.982,0.29,-0.24,-0.37,-0.3
152.26,28.20895,-0.007561,0.031,0.98,0.29,-0.24,-0.3,-0.3
152.265,0.005967,35.74979,0.031,0.98,0.29,-0.24,-0.3,-0.3
152.27,-0.002125,0.000654,0.03,0.981,0.291,-0.12,-0.37,-0.3
152.275,-0.001144,-0.005967,0.03,0.981,0.291,-0.12,-0.37,-0.3
152.28,10.418211,-0.007684,0.03,0.98,0.29,-0.24,-0.37,-0.3
152.285,0.009973,9.447507,0.03,0.98,0.29,-0.24,-0.37,-0.3
152.29,8.2e-05,0.004169,0.03,0.981,0.288,-0.18,-0.3,-0.3
152.295,-0.000777,-0.007684,0.03,0.981,0.288,-0.18,-0.3,-0.3
152.3,44.603268,-0.00936,0.03,0.981,0.288,-0.18,-0.3,-0.3
152.305,36.563793,0.050926,0.032,0.982,0.289,-0.12,-0.3,-0.18
152.31,0.001798,5.640384,0.032,0.982,0.289,-0.12,-0.3,-0.18
152.315,-0.001144,-0.005313,0.032,0.981,0.289,-0.24,-0.3,-0.3
152.32,48.098537,-0.009033,0.032,0.981,0.289,-0.24,-0.3,-0.3
152.325,59.734238,0.023624,0.032,0.98,0.286,-0.24,-0.24,-0.24
152.33,-0.017943,7.297244,0.032,0.98,0.286,-0.24,-0.24,-0.24
152.335,-0.00936,-0.018065,0.03,0.981,0.292,-0.3,-0.37,-0.3
152.34,0.016349,-0.018188,0.03,0.981,0.292,-0.3,-0.37,-0.3
152.345,2.343014,0.011362,0.032,0.982,0.291,-0.24,-0.37,-0.3
152.35,-0.014223,8.495522,0.032,0.982,0.291,-0.24,-0.37,-0.3
152.355,-0.009605,-0.018188,0.028,0.981,0.287,-0.18,-0.3,-0.24
152.36,-0.011281,-0.021008,0.028,0.981,0.287,-0.18,-0.3,-0.24
152.365,12.735068,-0.009237,0.03,0.98,0.288,-0.3,-0.43,-0.24
152.37,8.066368,50.985886,0.03,0.98,0.288,-0.3,-0.43,-0.24
152.375,-0.003515,-0.018638,0.033,0.982,0.289,-0.3,-0.3,-0.3
152.38,-0.00609,-0.01737,0.033,0.982,0.289,-0.3,-0.3,-0.3
152.385,33.556694,-0.019659,0.032,0.981,0.29,-0.3,-0.37,-0.3
152.39,-0.00045,-131.859528,0.032,0.981,0.29,-0.3,-0.37,-0.3
152.395,-0.001144,-0.021008,0.031,0.982,0.291,-0.18,-0.43,-0.24
152.4,57.669399,-0.017943,0.031,0.982,0.291,-0.18,-0.43,-0.24
152.405,66.842407,-0.015368,0.029,0.979,0.29,-0.24,-0.3,-0.37
152.41,-0.006785,49.531338,0.029,0.979,0.29,-0.24,-0.3,-0.37
152.415,-0.008011,-0.00609,0.029,0.982,0.288,-0.24,-0.37,-0.3
152.42,32.347462,-0.004864,0.029,0.982,0.288,-0.24,-0.37,-0.3
152.425,40.53252,-0.010381,0.032,0.981,0.289,-0.18,-0.37,-0.3
152.43,-0.009809,48.0835,0.032,0.981,0.289,-0.18,-0.37,-0.3
152.435,-0.011158,-0.02346,0.031,0.98,0.291,-0.18,-0.43,-0.3
152.44,7.520812,-0.017289,0.031,0.98,0.291,-0.18,-0.43,-0.3
152.445,16.07707,-0.015695,0.033,0.981,0.29,-0.18,-0.37,-0.3
152.45,-0.000695,50.673294,0.033,0.981,0.29,-0.18,-0.37,-0.3
152.455,0.0,-0.005068,0.03,0.981,0.29,-0.37,-0.43,-0.24
152.46,-0.006417,-0.004864,0.03,0.981,0.29,-0.37,-0.43,-0.24
152.465,6.133052,-0.004496,0.032,0.98,0.289,-0.24,-0.37,-0.24
152.47,0.000327,48.277145,0.032,0.98,0.289,-0.24,-0.37,-0.24
152.475,-0.002943,-0.003719,0.03,0.979,0.291,-0.18,-0.37,-0.18
152.48,-0.002371,-0.005313,0.03,0.979,0.291,-0.18,-0.37,-0.18
152.485,39.111248,-0.008706,0.031,0.98,0.289,-0.18,-0.3,-0.24
152.49,-103.671661,46.52187,0.031,0.98,0.289,-0.18,-0.3,-0.24
152.495,-0.008787,-0.002493,0.03,0.981,0.29,-0.24,-0.3,-0.37
152.5,-0.006213,-0.010054,0.03,0.981,0.29,-0.24,-0.3,-0.37
152.505,18.330166,-0.009155,0.031,0.979,0.29,-0.43,-0.37,-0.3
152.51,0.033106,55.545536,0.031,0.979,0.29,-0.43,-0.37,-0.3
152.515,-0.010627,-0.00609,0.031,0.98,0.292,-0.24,-0.24,-0.3
152.52,-0.008706,-0.00609,0.031,0.98,0.292,-0.24,-0.24,-0.3
152.525,57.513432,-0.004292,0.03,0.98,0.291,-0.18,-0.24,-0.37
152.53,62.664249,6.033734,0.03,0.98,0.291,-0.18,-0.24,-0.37
152.535,-0.001471,-0.009155,0.032,0.979,0.288,-0.24,-0.3,-0.3
152.54,-0.002044,-0.007234,0.032,0.979,0.288,-0.24,-0.3,-0.3
152.545,24.985968,-0.009482,0.031,0.979,0.289,-0.3,-0.3,-0.3
152.55,-0.000899,18.983706,0.031,0.979,0.289,-0.3,-0.3,-0.3
152.555,-0.001022,0.360489,0.031,0.98,0.289,-0.3,-0.3,-0.3
152.56,0.892639,-0.018842,0.031,0.98,0.289,-0.3,-0.3,-0.3
152.565,1.057761,-0.012752,0.032,0.98,0.287,-0.24,-0.3,-0.24
152.57,0.059264,6.138938,0.032,0.98,0.287,-0.24,-0.3,-0.24
152.575,-0.007439,-0.01173,0.031,0.981,0.289,-0.24,-0.3,-0.3
152.58,-0.012057,-0.020109,0.031,0.981,0.289,-0.24,-0.3,-0.3
152.585,9.036173,-0.01545,0.029,0.981,0.291,-0.12,-0.3,-0.3
152.59,7.551793,10.238212,0.029,0.981,0.291,-0.12,-0.3,-0.3
152.595,-0.008011,-0.019291,0.029,0.983,0.288,-0.3,-0.37,-0.3
152.6,-0.01218,-0.01782,0.029,0.983,0.288,-0.3,-0.37,-0.3
152.605,23.453768,-0.018065,0.03,0.981,0.288,-0.3,-0.37,-0.24
152.61,14.079094,0.080109,0.03,0.981,0.288,-0.3,-0.37,-0.24
152.615,0.002943,2.804048,0.029,0.98,0.289,-0.06,-0.37,-0.3
152.62,-0.000695,-0.015899,0.029,0.98,0.289,-0.06,-0.37,-0.3
152.625,64.557922,-0.019414,0.03,0.98,0.288,-0.24,-0.3,-0.24
152.63,58.211761,-0.014918,0.03,0.98,0.288,-0.24,-0.3,-0.24
152.635,0.00327,18.451883,0.031,0.981,0.289,-0.37,-0.37,-0.3
152.64,-0.001798,-0.023256,0.031,0.981,0.289,-0.37,-0.37,-0.3
152.645,34.60342,-0.014428,0.032,0.981,0.29,-0.24,-0.37,-0.24
152.65,60.466007,-0.013324,0.032,0.981,0.29,-0.24,-0.37,-0.24
152.655,0.000245,12.27951,0.03,0.982,0.287,-0.18,-0.24,-0.24
152.66,-0.003515,-0.001471,0.03,0.982,0.287,-0.18,-0.24,-0.24
152.665,0.498554,-0.008256,0.03,0.984,0.289,-0.24,-0.3,-0.37
152.67,45.00528,-0.007357,0.03,0.984,0.289,-0.24,-0.3,-0.37
152.675,-0.012629,11.20066,0.03,0.982,0.29,-0.18,-0.24,-0.24
152.68,-0.010708,-0.006335,0.03,0.982,0.29,-0.18,-0.24,-0.24
152.685,-0.003965,-0.009237,0.031,0.98,0.289,-0.18,-0.37,-0.3
152.69,3.503527,-0.009033,0.031,0.98,0.289,-0.18,-0.37,-0.3
152.695,0.002943,27.888107,0.029,0.981,0.29,-0.18,-0.37,-0.3
152.7,-0.004496,-0.018842,0.029,0.981,0.29,-0.18,-0.37,-0.3
152.705,0.000817,-0.018638,0.03,0.981,0.289,-0.24,-0.3,-0.3
152.71,12.505613,-0.016022,0.03,0.981,0.289,-0.24,-0.3,-0.3
152.715,5.245399,51.863972,0.031,0.981,0.29,-0.3,-0.24,-0.37
152.72,-0.011526,-0.007234,0.031,0.981,0.29,-0.3,-0.24,-0.37
152.725,-0.007439,-0.004169,0.032,0.98,0.289,-0.12,-0.3,-0.3
152.73,30.842155,-0.005191,0.032,0.98,0.289,-0.12,-0.3,-0.3
152.735,33.568054,51.046131,0.029,0.981,0.288,-0.12,-0.3,-0.3
152.74,-0.013079,-0.019087,0.029,0.981,0.288,-0.12,-0.3,-0.3
152.745,-0.012752,-0.011853,0.031,0.981,0.291,-0.24,-0.3,-0.3
152.75,43.603054,-0.015695,0.031,0.981,0.291,-0.24,-0.3,-0.3
152.755,31.761606,-94.591431,0.031,0.982,0.294,-0.12,-0.24,-0.3
152.76,0.002943,-0.008787,0.031,0.982,0.294,-0.12,-0.24,-0.3
152.765,0.003188,-0.004864,0.031,0.98,0.291,-0.12,-0.37,-0.24
152.77,60.532299,-0.004619,0.031,0.98,0.291,-0.12,-0.37,-0.24
152.775,-0.001594,60.728565,0.031,0.98,0.291,-0.12,-0.37,-0.24
152.78,8.2e-05,-0.018719,0.032,0.98,0.289,-0.24,-0.3,-0.24
152.785,0.451633,-0.015899,0.032,0.98,0.289,-0.24,-0.3,-0.24
152.79,1.487323,-0.01827,0.03,0.98,0.29,-0.37,-0.37,-0.37
152.795,0.037684,38.41193,0.03,0.98,0.29,-0.37,-0.37,-0.37
152.8,-0.009727,-0.005068,0.033,0.981,0.291,-0.24,-0.37,-0.3
152.805,0.245639,-0.006417,0.033,0.981,0.291,-0.24,-0.37,-0.3
152.81,1.140486,-0.006539,0.03,0.98,0.292,-0.18,-0.43,-0.43
152.815,0.111416,17.401478,0.03,0.98,0.292,-0.18,-0.43,-0.43
152.82,0.00327,-0.021785,0.031,0.98,0.288,-0.06,-0.37,-0.3
152.825,0.000899,-0.019087,0.031,0.98,0.288,-0.06,-0.37,-0.3
152.83,10.416412,-0.01827,0.031,0.98,0.288,-0.18,-0.3,-0.24
152.835,3.582982,15.581786,0.031,0.98,0.288,-0.18,-0.3,-0.24
152.84,0.001553,0.572368,0.031,0.98,0.291,-0.37,-0.37,-0.3
152.845,0.003351,-0.017044,0.031,0.98,0.291,-0.37,-0.37,-0.3
152.85,40.812737,-0.019986,0.029,0.98,0.29,-0.18,-0.37,-0.24
152.855,64.932472,-0.01827,0.029,0.98,0.29,-0.18,-0.37,-0.24
152.86,0.001144,0.136675,0.031,0.982,0.29,-0.18,-0.3,-0.24
152.865,0.000327,-0.006866,0.031,0.982,0.29,-0.18,-0.3,-0.24
152.87,21.561243,-0.003392,0.03,0.982,0.288,-0.18,-0.3,-0.24
152.875,44.184578,0.040545,0.03,0.982,0.288,-0.18,-0.3,-0.24
152.88,-0.011076,23.117966,0.031,0.981,0.29,-0.24,-0.3,-0.3
152.885,-0.014673,-0.018065,0.031,0.981,0.29,-0.24,-0.3,-0.3
152.89,9.208243,-0.018638,0.031,0.98,0.291,-0.3,-0.3,-0.3
152.895,14.718083,-0.019414,0.031,0.98,0.291,-0.3,-0.3,-0.3
152.9,-0.013079,12.147494,0.033,0.981,0.289,-0.12,-0.18,-0.24
152.905,-0.015368,-0.019087,0.033,0.981,0.289,-0.12,-0.18,-0.24
152.91,-0.00936,-0.012629,0.032,0.98,0.289,-0.18,-0.37,-0.3
152.915,7.028798,-0.008706,0.032,0.98,0.289,-0.18,-0.37,-0.3
152.92,-0.014673,7.507161,0.029,0.98,0.29,-0.24,-0.3,-0.37
152.925,-0.011975,-0.018515,0.029,0.98,0.29,-0.24,-0.3,-0.37
152.93,-0.012548,-0.015,0.03,0.981,0.292,-0.37,-0.37,-0.3
152.935,17.541996,0.008093,0.03,0.981,0.292,-0.37,-0.37,-0.3
152.94,-0.010708,23.485401,0.03,0.983,0.29,-0.24,-0.37,-0.24
152.945,-0.008338,-0.003515,0.03,0.983,0.29,-0.24,-0.37,-0.24
152.95,-0.011158,-0.004986,0.032,0.981,0.29,-0.24,-0.37,-0.3
152.955,53.392574,-0.00327,0.032,0.981,0.29,-0.24,-0.37,-0.3
152.96,-0.009727,32.92392,0.031,0.98,0.291,-0.24,-0.3,-0.24
152.965,-0.009482,-0.01827,0.031,0.98,0.291,-0.24,-0.3,-0.24
152.97,44.846943,-0.018842,0.032,0.98,0.289,-0.18,-0.3,-0.3
152.975,61.7327,-0.02203,0.032,0.98,0.289,-0.18,-0.3,-0.3
152.98,-0.00609,43.250656,0.031,0.98,0.291,-0.24,-0.37,-0.37
152.985,-0.00891,-0.005068,0.031,0.98,0.291,-0.24,-0.37,-0.37
152.99,23.840086,-0.008338,0.029,0.982,0.29,-0.24,-0.37,-0.24
152.995,49.799374,-0.008133,0.029,0.982,0.29,-0.24,-0.37,-0.24
153.0,-0.000899,49.068096,0.03,0.979,0.29,-0.24,-0.3,-0.24
153.005,0.000981,-0.015123,0.03,0.979,0.29,-0.24,-0.3,-0.24
153.01,18.290112,-0.02203,0.03,0.981,0.29,-0.12,-0.3,-0.3
153.015,27.270863,-0.014346,0.03,0.981,0.29,-0.12,-0.3,-0.3
153.02,-0.009932,47.527313,0.031,0.982,0.291,-0.24,-0.37,-0.37
153.025,-0.011403,-0.019741,0.031,0.982,0.291,-0.24,-0.37,-0.37
153.03,11.33104,-0.018188,0.032,0.981,0.29,-0.24,-0.37,-0.24
153.035,22.702055,-0.018188,0.032,0.981,0.29,-0.24,-0.37,-0.24
153.04,0.00139,48.830063,0.032,0.981,0.29,-0.12,-0.3,-0.3
153.045,0.000654,-0.018964,0.032,0.981,0.29,-0.12,-0.3,-0.3
153.05,-0.001676,-0.019659,0.028,0.98,0.289,-0.06,-0.37,-0.37
153.055,6.986291,-0.017943,0.028,0.98,0.289,-0.06,-0.37,-0.37
153.06,0.000817,57.351414,0.031,0.98,0.291,-0.12,-0.3,-0.3
153.065,0.0,-0.01827,0.031,0.98,0.291,-0.12,-0.3,-0.3
153.07,-0.000899,-0.018515,0.03,0.98,0.289,-0.3,-0.37,-0.3
153.075,38.618168,-0.018842,0.03,0.98,0.289,-0.3,-0.37,-0.3
153.08,25.806427,10.085841,0.03,0.982,0.287,-0.12,-0.24,-0.37
153.085,0.001226,-0.015899,0.03,0.982,0.287,-0.12,-0.24,-0.37
153.09,-0.00327,-0.013529,0.032,0.979,0.292,-0.18,-0.24,-0.3
153.095,66.668129,-0.018964,0.032,0.979,0.292,-0.18,-0.24,-0.3
153.1,51.786396,13.735036,0.032,0.979,0.289,-0.37,-0.37,-0.24
153.105,-0.012875,-0.021539,0.032,0.979,0.289,-0.37,-0.37,-0.24
153.11,-0.00846,-0.015899,0.028,0.98,0.289,-0.37,-0.3,-0.24
153.115,66.194183,-0.016921,0.028,0.98,0.289,-0.37,-0.3,-0.24
153.12,61.272076,13.664492,0.029,0.981,0.289,-0.18,-0.3,-0.24
153.125,0.00188,1.201875,0.029,0.981,0.289,-0.18,-0.3,-0.24
153.13,-0.004292,-0.012548,0.032,0.98,0.288,-0.12,-0.37,-0.3
153.135,21.941921,-0.015899,0.032,0.98,0.288,-0.12,-0.37,-0.3
153.14,20.281219,9.660939,0.03,0.981,0.292,-0.3,-0.3,-0.3
153.145,-0.014101,0.002452,0.03,0.981,0.292,-0.3,-0.3,-0.3
153.15,-0.010177,-0.00609,0.03,0.98,0.289,-0.3,-0.37,-0.3
153.155,2.058874,-0.006417,0.03,0.98,0.289,-0.3,-0.37,-0.3
153.16,2.080945,6.183733,0.029,0.98,0.288,-0.18,-0.3,-0.37
153.165,-0.015572,0.009564,0.029,0.98,0.288,-0.18,-0.3,-0.37
153.17,-0.008338,-0.020436,0.029,0.98,0.288,-0.18,-0.3,-0.37
153.175,0.719915,-0.018719,0.034,0.981,0.291,-0.12,-0.43,-0.37
153.18,0.107574,0.443132,0.034,0.981,0.291,-0.12,-0.43,-0.37
153.185,-0.010259,10.49227,0.033,0.982,0.29,-0.24,-0.3,-0.3
153.19,-0.010504,-0.017493,0.033,0.982,0.29,-0.24,-0.3,-0.3
153.195,13.43749,-0.019414,0.028,0.979,0.29,-0.43,-0.37,-0.3
153.2,17.967306,-0.016144,0.028,0.979,0.29,-0.43,-0.37,-0.3
153.205,-0.014101,9.685789,0.031,0.98,0.289,-0.24,-0.37,-0.24
153.21,-0.011076,-0.019659,0.031,0.98,0.289,-0.24,-0.37,-0.24
153.215,54.79464,-0.017616,0.032,0.981,0.289,-0.18,-0.37,-0.24
153.22,46.076042,-0.013651,0.032,0.981,0.289,-0.18,-0.37,-0.24
153.225,-0.012302,32.641247,0.031,0.979,0.29,-0.18,-0.3,-0.3
153.23,-0.010259,-0.001594,0.031,0.979,0.29,-0.18,-0.3,-0.3
153.235,4.655293,-0.001349,0.029,0.978,0.289,-0.18,-0.3,-0.3
153.24,22.713907,-0.009605,0.029,0.978,0.289,-0.18,-0.3,-0.3
153.245,0.003188,29.583387,0.029,0.98,0.29,-0.3,-0.37,-0.24
153.25,0.000327,-0.019414,0.029,0.98,0.29,-0.3,-0.37,-0.24
153.255,1.357188,-0.013774,0.031,0.981,0.291,-0.18,-0.37,-0.3
153.26,8.878981,-0.013079,0.031,0.981,0.291,-0.18,-0.37,-0.3
