time_s,EMG1_mV,EMG2_mV,AX_g,AY_g,AZ_g,GX_dps,GY_dps,GZ_dps
153.265,-0.000899,48.393143,0.03,0.982,0.289,-0.24,-0.3,-0.24
153.27,-0.002616,-0.016144,0.03,0.982,0.289,-0.24,-0.3,-0.24
153.275,0.028774,-0.01827,0.03,0.981,0.289,-0.24,-0.37,-0.24
153.28,2.252524,-0.015123,0.03,0.981,0.289,-0.24,-0.37,-0.24
153.285,0.083215,46.089443,0.031,0.98,0.289,-0.3,-0.37,-0.3
153.29,-0.003842,-0.02064,0.031,0.98,0.289,-0.3,-0.37,-0.3
153.295,-0.003719,-0.020313,0.032,0.98,0.29,-0.24,-0.37,-0.3
153.3,7.382093,-0.014918,0.032,0.98,0.29,-0.24,-0.37,-0.3
153.305,-58.928085,49.261829,0.03,0.981,0.287,-0.12,-0.37,-0.37
153.31,-0.008583,-0.020109,0.03,0.981,0.287,-0.12,-0.37,-0.37
153.315,-0.004414,-0.020885,0.03,0.982,0.29,-0.18,-0.3,-0.3
153.32,66.90609,-0.015695,0.03,0.982,0.29,-0.18,-0.3,-0.3
153.325,23.133333,47.585842,0.03,0.981,0.29,-0.24,-0.3,-0.3
153.33,-0.01173,-0.017493,0.03,0.981,0.29,-0.24,-0.3,-0.3
153.335,-0.012548,-0.016267,0.03,0.979,0.291,-0.3,-0.37,-0.3
153.34,40.501865,-0.019291,0.03,0.979,0.291,-0.3,-0.37,-0.3
153.345,43.471367,45.48912,0.031,0.981,0.29,-0.3,-0.37,-0.24
153.35,-0.009809,-0.007561,0.031,0.981,0.29,-0.3,-0.37,-0.24
153.355,-0.008706,-0.005886,0.031,0.98,0.291,-0.3,-0.3,-0.3
153.36,19.884274,-0.008338,0.031,0.98,0.291,-0.3,-0.3,-0.3
153.365,-0.007684,61.426571,0.031,0.98,0.291,-0.24,-0.37,-0.3
153.37,-0.013529,-0.006335,0.031,0.98,0.291,-0.24,-0.37,-0.3
153.375,0.003842,-0.009809,0.031,0.98,0.287,-0.24,-0.37,-0.3
153.38,2.18059,-0.007888,0.031,0.98,0.287,-0.24,-0.37,-0.3
153.385,0.375284,10.534123,0.031,0.981,0.289,-0.3,-0.37,-0.3
153.39,0.000981,0.0,0.031,0.981,0.289,-0.3,-0.37,-0.3
153.395,-0.003392,-0.004619,0.031,0.98,0.292,-0.24,-0.3,-0.3
153.4,15.425246,-0.009482,0.031,0.98,0.292,-0.24,-0.3,-0.3
153.405,5.49251,12.159757,0.03,0.979,0.288,-0.24,-0.3,-0.37
153.41,-0.001349,-0.022684,0.03,0.979,0.288,-0.24,-0.3,-0.37
153.415,-0.002044,-0.013447,0.03,0.981,0.29,-0.3,-0.3,-0.37
153.42,61.962074,-0.013978,0.03,0.981,0.29,-0.3,-0.3,-0.37
153.425,9.949248,14.249121,0.031,0.981,0.289,-0.24,-0.43,-0.3
153.43,-0.011403,0.332206,0.031,0.981,0.289,-0.24,-0.43,-0.3
153.435,-0.012752,-0.01827,0.031,0.981,0.291,-0.24,-0.37,-0.3
153.44,42.71336,-0.02064,0.031,0.981,0.291,-0.24,-0.37,-0.3
153.445,64.821869,4.316221,0.03,0.981,0.289,-0.12,-0.3,-0.24
153.45,-0.009605,0.071199,0.03,0.981,0.289,-0.12,-0.3,-0.24
153.455,-0.007807,-0.004986,0.029,0.98,0.29,-0.24,-0.43,-0.24
153.46,27.094952,-0.001676,0.029,0.98,0.29,-0.24,-0.43,-0.24
153.465,62.564442,-0.004414,0.029,0.98,0.29,-0.3,-0.3,-0.37
153.47,0.00327,0.083869,0.029,0.98,0.29,-0.3,-0.3,-0.37
153.475,-0.00045,-0.022234,0.032,0.98,0.29,-0.18,-0.3,-0.3
153.48,9.8532,-0.01545,0.032,0.98,0.29,-0.18,-0.3,-0.3
153.485,25.897572,-0.000777,0.032,0.981,0.287,-0.24,-0.37,-0.24
153.49,-0.011526,22.013775,0.032,0.981,0.287,-0.24,-0.37,-0.24
153.495,-0.01545,-0.01218,0.033,0.981,0.289,-0.24,-0.3,-0.24
153.5,0.543594,-0.007439,0.033,0.981,0.289,-0.24,-0.3,-0.24
153.505,1.255253,-0.007357,0.03,0.98,0.29,-0.3,-0.37,-0.3
153.51,0.053297,16.185135,0.03,0.98,0.29,-0.3,-0.37,-0.3
153.515,-0.008133,-0.005886,0.032,0.98,0.289,0.0,-0.3,-0.24
153.52,-0.007357,-0.004169,0.032,0.98,0.289,0.0,-0.3,-0.24
153.525,51.357243,-0.004986,0.029,0.98,0.29,-0.12,-0.37,-0.3
153.53,-0.007439,25.171772,0.029,0.98,0.29,-0.12,-0.37,-0.3
153.535,-0.009237,-0.003597,0.03,0.981,0.29,-0.24,-0.3,-0.24
153.54,61.473492,-0.00936,0.03,0.981,0.29,-0.24,-0.3,-0.24
153.545,65.114677,-0.013079,0.03,0.981,0.29,-0.3,-0.37,-0.3
153.55,-0.010504,48.085293,0.03,0.981,0.29,-0.3,-0.37,-0.3
153.555,-0.008787,-0.017616,0.029,0.98,0.291,-0.12,-0.43,-0.3
153.56,38.479206,-0.018188,0.029,0.98,0.291,-0.12,-0.43,-0.3
153.565,35.121754,-0.019087,0.029,0.98,0.289,-0.24,-0.37,-0.3
153.57,0.001226,49.210331,0.029,0.98,0.289,-0.24,-0.37,-0.3
153.575,-0.003065,-0.006989,0.032,0.98,0.29,-0.3,-0.37,-0.37
153.58,3.033093,-0.004414,0.032,0.98,0.29,-0.3,-0.37,-0.37
153.585,6.823376,-0.007357,0.03,0.981,0.29,-0.24,-0.24,-0.37
153.59,-0.013774,48.09584,0.03,0.981,0.29,-0.24,-0.24,-0.37
153.595,-0.011526,-0.004864,0.029,0.98,0.29,-0.24,-0.37,-0.37
153.6,-0.01173,-0.00936,0.029,0.98,0.29,-0.24,-0.37,-0.37
153.605,4.784121,-0.002943,0.029,0.98,0.29,-0.24,-0.37,-0.37
153.61,0.000899,55.55698,0.032,0.981,0.29,-0.24,-0.37,-0.24
153.615,-0.012057,-0.018392,0.032,0.981,0.29,-0.24,-0.37,-0.24
153.62,-0.009932,-0.01737,0.031,0.98,0.289,-0.24,-0.37,-0.3
153.625,64.399094,-0.014796,0.031,0.98,0.289,-0.24,-0.37,-0.3
153.63,12.514524,38.134819,0.031,0.98,0.289,-0.24,-0.37,-0.3
153.635,0.004986,-0.003515,0.031,0.98,0.289,-0.24,-0.37,-0.3
153.64,-0.002698,-0.007112,0.031,0.981,0.289,-0.18,-0.24,-0.3
153.645,60.254944,-0.008583,0.031,0.981,0.289,-0.18,-0.24,-0.3
153.65,64.544838,14.744078,0.031,0.98,0.288,-0.3,-0.37,-0.37
153.655,-0.014428,-0.002044,0.031,0.98,0.288,-0.3,-0.37,-0.37
153.66,-0.010831,-0.009605,0.028,0.981,0.29,-0.3,-0.3,-0.3
153.665,36.568943,-0.008338,0.028,0.981,0.29,-0.3,-0.3,-0.3
153.67,58.790264,22.522219,0.031,0.98,0.29,-0.18,-0.3,-0.24
153.675,-0.010381,-0.016144,0.031,0.98,0.29,-0.18,-0.3,-0.24
153.68,-0.010708,-0.012425,0.031,0.979,0.289,-0.18,-0.18,-0.24
153.685,10.727283,-0.015899,0.031,0.979,0.289,-0.18,-0.18,-0.24
153.69,-0.001594,22.526386,0.03,0.981,0.29,-0.24,-0.24,-0.3
153.695,-0.001921,0.008583,0.03,0.981,0.29,-0.24,-0.24,-0.3
153.7,0.653866,-0.015123,0.03,0.983,0.289,-0.24,-0.43,-0.24
153.705,1.106317,-0.017289,0.03,0.983,0.289,-0.24,-0.43,-0.24
153.71,0.072425,5.414363,0.031,0.98,0.291,-0.18,-0.37,-0.37
153.715,0.000981,0.011526,0.031,0.98,0.291,-0.18,-0.37,-0.37
153.72,-0.002698,-0.020885,0.029,0.981,0.29,-0.3,-0.37,-0.37
153.725,50.404194,-0.019087,0.029,0.981,0.29,-0.3,-0.37,-0.37
153.73,54.034752,6.591307,0.03,0.982,0.292,-0.3,-0.3,-0.24
153.735,-0.012425,2.572223,0.03,0.982,0.292,-0.3,-0.3,-0.24
153.74,-0.008706,-0.020436,0.031,0.98,0.289,-0.3,-0.37,-0.24
153.745,12.421745,-0.018638,0.031,0.98,0.289,-0.3,-0.37,-0.24
153.75,24.686951,-0.017493,0.031,0.983,0.289,-0.24,-0.37,-0.24
153.755,-0.006785,18.175671,0.031,0.983,0.289,-0.24,-0.37,-0.24
153.76,-0.009033,-0.005763,0.031,0.981,0.291,-0.3,-0.3,-0.37
153.765,6.816265,-0.00609,0.031,0.981,0.291,-0.3,-0.3,-0.37
153.77,10.184833,-0.010381,0.031,0.98,0.29,-0.18,-0.49,-0.3
153.775,-0.009932,17.532185,0.031,0.98,0.29,-0.18,-0.49,-0.3
153.78,-0.008706,-0.018638,0.032,0.981,0.287,-0.12,-0.43,-0.3
153.785,1.15757,-0.013079,0.032,0.981,0.287,-0.12,-0.43,-0.3
153.79,2.147075,-0.01455,0.029,0.98,0.287,-0.24,-0.37,-0.24
153.795,0.001717,27.901842,0.029,0.98,0.287,-0.24,-0.37,-0.24
153.8,-0.007807,-0.016471,0.029,0.981,0.289,-0.3,-0.37,-0.3
153.805,-0.01173,-0.017943,0.029,0.981,0.289,-0.3,-0.37,-0.3
153.81,12.382507,-0.016022,0.03,0.982,0.292,-0.18,-0.37,-0.3
153.815,-0.014673,33.526531,0.03,0.982,0.292,-0.18,-0.37,-0.3
153.82,-0.00846,-0.010054,0.031,0.98,0.291,-0.12,-0.3,-0.3
153.825,21.456364,-0.008338,0.031,0.98,0.291,-0.12,-0.3,-0.3
153.83,29.570471,-0.004864,0.03,0.982,0.292,-0.18,-0.24,-0.3
153.835,-0.012629,31.423025,0.03,0.982,0.292,-0.18,-0.24,-0.3
153.84,-0.009482,-0.006213,0.031,0.98,0.29,-0.3,-0.3,-0.3
153.845,12.772669,-0.007561,0.031,0.98,0.29,-0.3,-0.3,-0.3
153.85,17.532759,-0.006989,0.032,0.98,0.289,-0.3,-0.3,-0.3
153.855,-0.011403,27.460835,0.032,0.98,0.289,-0.3,-0.3,-0.3
153.86,-0.009482,-0.001921,0.03,0.98,0.288,-0.24,-0.3,-0.3
153.865,3.311838,-0.003065,0.03,0.98,0.288,-0.24,-0.3,-0.3
153.87,8.841378,-0.00609,0.03,0.98,0.289,-0.06,-0.3,-0.3
153.875,-0.011403,49.188915,0.03,0.98,0.289,-0.06,-0.3,-0.3
153.88,-0.008583,-0.006662,0.03,0.982,0.29,-0.24,-0.37,-0.24
153.885,1.393809,-0.004292,0.03,0.982,0.29,-0.24,-0.37,-0.24
153.89,6.719808,-0.006417,0.032,0.98,0.291,-0.24,-0.37,-0.24
153.895,-0.010627,58.845928,0.032,0.98,0.291,-0.24,-0.37,-0.24
153.9,-0.008011,-0.007112,0.031,0.981,0.29,-0.18,-0.3,-0.37
153.905,-0.014101,-0.004496,0.031,0.981,0.29,-0.18,-0.3,-0.37
153.91,23.028948,-0.006662,0.029,0.982,0.288,-0.12,-0.24,-0.3
153.915,23.273277,38.449123,0.029,0.982,0.288,-0.12,-0.24,-0.3
153.92,-0.012425,-0.023133,0.03,0.982,0.29,-0.24,-0.3,-0.24
153.925,-0.011076,-0.017289,0.03,0.982,0.29,-0.24,-0.3,-0.24
153.93,51.280571,-0.017166,0.029,0.982,0.292,-0.24,-0.37,-0.3
153.935,60.109112,39.635632,0.029,0.982,0.292,-0.24,-0.37,-0.3
153.94,0.002616,-0.019741,0.031,0.98,0.291,-0.18,-0.3,-0.24
153.945,-0.001226,-0.017289,0.031,0.98,0.291,-0.18,-0.3,-0.24
153.95,9.001351,-0.020436,0.028,0.98,0.289,-0.12,-0.24,-0.3
153.955,-0.017738,53.768677,0.028,0.98,0.289,-0.12,-0.24,-0.3
153.96,-0.010954,-0.001798,0.028,0.981,0.289,-0.24,-0.3,-0.3
153.965,0.003351,-0.007888,0.028,0.981,0.289,-0.24,-0.3,-0.3
153.97,2.123942,-0.007234,0.033,0.98,0.289,-0.3,-0.37,-0.3
153.975,0.649943,6.635121,0.033,0.98,0.289,-0.3,-0.37,-0.3
153.98,-0.01218,0.006294,0.031,0.981,0.29,-0.24,-0.37,-0.3
153.985,-0.011853,-0.017044,0.031,0.981,0.29,-0.24,-0.37,-0.3
153.99,12.846157,-0.015245,0.031,0.982,0.289,-0.18,-0.3,-0.24
153.995,12.450437,5.53796,0.031,0.982,0.289,-0.18,-0.3,-0.24
154.0,-0.010627,0.015613,0.03,0.98,0.289,-0.24,-0.3,-0.18
154.005,-0.01218,-0.008011,0.03,0.98,0.289,-0.24,-0.3,-0.18
154.01,44.096458,-0.007357,0.029,0.981,0.294,-0.3,-0.43,-0.24
154.015,23.716002,7.281467,0.029,0.981,0.294,-0.3,-0.43,-0.24
154.02,-0.008338,2.09713,0.031,0.981,0.29,-0.24,-0.37,-0.3
154.025,-0.011281,-0.009237,0.031,0.981,0.29,-0.24,-0.37,-0.3
154.03,17.872238,-0.007439,0.032,0.98,0.289,-0.12,-0.37,-0.37
154.035,49.914471,1.71081,0.032,0.98,0.289,-0.12,-0.37,-0.37
154.04,0.000654,0.472723,0.031,0.981,0.29,-0.18,-0.3,-0.3
154.045,-0.002616,-0.019537,0.031,0.981,0.29,-0.18,-0.3,-0.3
154.05,16.088596,-0.018392,0.031,0.981,0.29,-0.18,-0.3,-0.3
154.055,31.270247,-0.019414,0.031,0.981,0.291,-0.37,-0.37,-0.3
154.06,0.003597,14.463697,0.031,0.981,0.291,-0.37,-0.37,-0.3
154.065,-0.001022,-0.004496,0.031,0.982,0.29,-0.18,-0.3,-0.24
154.07,2.555793,-0.00846,0.031,0.982,0.29,-0.18,-0.3,-0.24
154.075,12.820326,-0.004741,0.033,0.982,0.288,-0.18,-0.37,-0.3
154.08,0.004169,22.537588,0.033,0.982,0.288,-0.18,-0.37,-0.3
154.085,-0.002371,-0.01782,0.032,0.982,0.291,-0.24,-0.3,-0.24
154.09,-0.000695,-0.020436,0.032,0.982,0.291,-0.24,-0.3,-0.24
154.095,1.827131,-0.018065,0.032,0.982,0.291,-0.24,-0.24,-0.3
154.1,0.077329,37.913624,0.032,0.982,0.291,-0.24,-0.24,-0.3
154.105,-0.007684,-0.01782,0.031,0.98,0.289,-0.24,-0.37,-0.24
154.11,-0.013324,-0.01455,0.031,0.98,0.289,-0.24,-0.37,-0.24
154.115,59.023232,-0.016717,0.031,0.98,0.287,-0.24,-0.3,-0.24
154.12,-0.001144,40.928486,0.031,0.98,0.287,-0.24,-0.3,-0.24
154.125,0.005313,-0.005068,0.032,0.98,0.29,-0.3,-0.3,-0.24
154.13,64.795639,-0.005886,0.032,0.98,0.29,-0.3,-0.3,-0.24
154.135,64.963699,-0.012425,0.031,0.98,0.29,-0.18,-0.24,-0.3
154.14,-0.013202,25.263897,0.031,0.98,0.29,-0.18,-0.24,-0.3
154.145,-0.011608,-0.000899,0.031,0.979,0.289,-0.18,-0.24,-0.43
154.15,10.230038,-0.009482,0.031,0.979,0.289,-0.18,-0.24,-0.43
154.155,16.794451,-0.008256,0.03,0.98,0.289,-0.12,-0.3,-0.3
154.16,-0.000123,49.900249,0.03,0.98,0.289,-0.12,-0.3,-0.3
154.165,-0.002248,-0.004496,0.031,0.98,0.289,-0.3,-0.43,-0.3
154.17,0.987298,-0.006335,0.031,0.98,0.289,-0.3,-0.43,-0.3
154.175,2.167675,-0.002248,0.03,0.981,0.29,-0.24,-0.37,-0.24
154.18,0.016103,49.883324,0.03,0.981,0.29,-0.24,-0.37,-0.24
154.185,-0.001594,-0.005191,0.03,0.982,0.29,-0.12,-0.3,-0.3
154.19,-0.003719,-0.010708,0.03,0.982,0.29,-0.12,-0.3,-0.3
154.195,21.603748,-0.005763,0.029,0.982,0.291,-0.18,-0.3,-0.3
154.2,16.460855,46.227264,0.029,0.982,0.291,-0.18,-0.3,-0.3
154.205,-0.004292,-0.006989,0.03,0.98,0.29,-0.12,-0.3,-0.3
154.21,-0.008706,-0.003842,0.03,0.98,0.29,-0.12,-0.3,-0.3
154.215,56.189102,-0.008011,0.031,0.979,0.288,-0.18,-0.3,-0.37
154.22,53.158134,44.324356,0.031,0.979,0.288,-0.18,-0.3,-0.37
154.225,-0.011526,-0.006335,0.03,0.982,0.288,-0.24,-0.24,-0.3
154.23,-0.011158,-0.010054,0.03,0.982,0.288,-0.24,-0.24,-0.3
154.235,14.7095,-0.006662,0.027,0.98,0.293,-0.18,-0.3,-0.24
154.24,-0.008133,61.106384,0.027,0.98,0.293,-0.18,-0.3,-0.24
154.245,-0.01218,-0.002493,0.03,0.98,0.29,-0.24,-0.37,-0.24
154.25,0.083215,-0.010381,0.03,0.98,0.29,-0.24,-0.37,-0.24
154.255,0.795283,-0.005313,0.03,0.981,0.289,-0.3,-0.37,-0.3
154.26,1.326942,3.358024,0.03,0.981,0.289,-0.3,-0.37,-0.3
154.265,0.000654,-0.017616,0.028,0.982,0.29,-0.18,-0.37,-0.3
154.27,0.000981,-0.021458,0.028,0.982,0.29,-0.18,-0.37,-0.3
154.275,12.228747,-0.014428,0.031,0.982,0.291,-0.18,-0.24,-0.24
154.28,9.426826,2.930096,0.031,0.982,0.291,-0.18,-0.24,-0.24
154.285,-0.010177,0.148119,0.031,0.98,0.29,-0.18,-0.3,-0.3
154.29,-0.011281,-0.005763,0.031,0.98,0.29,-0.18,-0.3,-0.3
154.295,61.349487,-0.004619,0.032,0.98,0.29,-0.18,-0.37,-0.3
154.3,17.594801,2.920778,0.032,0.98,0.29,-0.18,-0.37,-0.3
154.305,-0.007357,0.256266,0.031,0.982,0.291,-0.24,-0.3,-0.24
154.31,-0.008133,-0.017166,0.031,0.982,0.291,-0.24,-0.3,-0.24
154.315,26.417135,-0.016471,0.033,0.98,0.29,-0.18,-0.37,-0.24
154.32,56.997627,3.445081,0.033,0.98,0.29,-0.18,-0.37,-0.24
154.325,-0.016349,6.892695,0.031,0.979,0.291,-0.12,-0.3,-0.3
154.33,-0.010708,-0.003515,0.031,0.979,0.291,-0.12,-0.3,-0.3
154.335,2.198819,-0.006989,0.029,0.981,0.291,-0.24,-0.37,-0.37
154.34,6.905774,-0.009237,0.029,0.981,0.291,-0.24,-0.37,-0.37
154.345,0.00188,20.618494,0.031,0.982,0.288,-0.18,-0.37,-0.3
154.35,-0.000245,-0.018515,0.031,0.982,0.288,-0.18,-0.37,-0.3
154.355,4.08971,-0.017493,0.028,0.981,0.288,-0.18,-0.3,-0.3
154.36,8.031137,-0.018719,0.028,0.981,0.288,-0.18,-0.3,-0.3
154.365,-0.005313,18.743952,0.031,0.981,0.289,-0.24,-0.37,-0.24
154.37,-0.000899,-0.018188,0.031,0.981,0.289,-0.24,-0.37,-0.24
154.375,-0.002371,-0.017738,0.031,0.983,0.289,-0.18,-0.3,-0.24
154.38,5.510576,-0.015817,0.031,0.983,0.289,-0.18,-0.3,-0.24
154.385,-0.013896,38.190735,0.031,0.982,0.289,-0.37,-0.37,-0.3
154.39,-0.009482,-0.020763,0.031,0.982,0.289,-0.37,-0.37,-0.3
154.395,-0.006417,-0.015245,0.03,0.982,0.288,-0.18,-0.37,-0.43
154.4,30.380548,-0.010177,0.03,0.982,0.288,-0.18,-0.37,-0.43
154.405,0.898852,30.388559,0.031,0.979,0.289,-0.18,-0.37,-0.3
154.41,-0.004414,-0.002493,0.031,0.979,0.289,-0.18,-0.37,-0.3
154.415,0.000654,-0.009155,0.031,0.98,0.29,-0.18,-0.37,-0.24
154.42,64.974648,-0.008256,0.031,0.98,0.29,-0.18,-0.37,-0.24
154.425,47.5905,43.012863,0.03,0.981,0.291,-0.24,-0.43,-0.24
154.43,-0.000695,-0.020885,0.03,0.981,0.291,-0.24,-0.43,-0.24
154.435,-0.003392,-0.015899,0.032,0.981,0.289,-0.24,-0.3,-0.3
154.44,59.887997,-0.014346,0.032,0.981,0.289,-0.24,-0.3,-0.3
154.445,45.860645,49.171093,0.029,0.98,0.287,-0.12,-0.24,-0.3
154.45,-0.012425,-0.025954,0.029,0.98,0.287,-0.12,-0.24,-0.3
154.455,-0.009155,-0.012875,0.028,0.981,0.291,-0.18,-0.43,-0.37
154.46,64.988708,-0.018392,0.028,0.981,0.291,-0.18,-0.43,-0.37
154.465,-0.008338,48.405891,0.03,0.981,0.288,-0.18,-0.37,-0.24
154.47,-0.011281,-0.023828,0.03,0.981,0.288,-0.18,-0.37,-0.24
154.475,57.258881,-0.018964,0.031,0.98,0.291,-0.24,-0.43,-0.3
154.48,60.573498,-0.018392,0.031,0.98,0.291,-0.24,-0.43,-0.3
154.485,-0.010954,52.627949,0.03,0.98,0.29,-0.18,-0.3,-0.24
154.49,-0.008338,-0.002044,0.03,0.98,0.29,-0.18,-0.3,-0.24
154.495,0.006539,-0.004046,0.031,0.981,0.29,-0.24,-0.3,-0.24
154.5,16.089657,-0.007561,0.031,0.981,0.29,-0.24,-0.3,-0.24
154.505,-0.008011,34.452194,0.031,0.981,0.289,-0.37,-0.37,-0.3
154.51,-0.006866,-0.012425,0.031,0.981,0.289,-0.37,-0.37,-0.3
154.515,-0.009727,-0.023256,0.031,0.981,0.289,-0.37,-0.37,-0.3
154.52,9.157889,-0.01545,0.031,0.981,0.289,-0.24,-0.24,-0.24
154.525,-0.008256,42.100117,0.031,0.981,0.289,-0.24,-0.24,-0.24
154.53,-0.007888,-0.004169,0.031,0.98,0.29,-0.24,-0.3,-0.24
154.535,-0.009482,-0.004496,0.031,0.98,0.29,-0.24,-0.3,-0.24
154.54,52.713123,-0.008133,0.029,0.981,0.291,-0.24,-0.37,-0.18
154.545,1.739175,20.301411,0.029,0.981,0.291,-0.24,-0.37,-0.18
154.55,-0.00327,-0.019986,0.03,0.981,0.293,-0.3,-0.37,-0.37
154.555,-0.003965,-0.01782,0.03,0.981,0.293,-0.3,-0.37,-0.37
154.56,62.425316,-0.01545,0.032,0.981,0.289,-0.24,-0.43,-0.3
154.565,50.861794,1.033565,0.032,0.981,0.289,-0.24,-0.43,-0.3
154.57,-0.000695,-0.023828,0.033,0.982,0.29,-0.24,-0.37,-0.24
154.575,0.002452,-0.022112,0.033,0.982,0.29,-0.24,-0.37,-0.24
154.58,43.047935,-0.016349,0.031,0.98,0.291,-0.18,-0.37,-0.3
154.585,61.134418,1.252474,0.031,0.98,0.291,-0.18,-0.37,-0.3
154.59,-0.013529,0.773866,0.032,0.98,0.289,-0.18,-0.3,-0.37
154.595,-0.012752,-0.019864,0.032,0.98,0.289,-0.18,-0.3,-0.37
154.6,33.672115,-0.019169,0.03,0.981,0.29,-0.18,-0.37,-0.3
154.605,56.487957,1.300131,0.03,0.981,0.29,-0.18,-0.37,-0.3
154.61,-0.011853,0.786209,0.031,0.981,0.289,-0.24,-0.3,-0.24
154.615,-0.010054,-0.004864,0.031,0.981,0.289,-0.24,-0.3,-0.24
154.62,0.018638,-0.004864,0.031,0.981,0.29,-0.37,-0.3,-0.3
154.625,16.802052,1.841109,0.031,0.981,0.29,-0.37,-0.3,-0.3
154.63,-0.000899,8.713696,0.031,0.981,0.289,-0.24,-0.43,-0.24
154.635,0.000327,-0.005068,0.031,0.981,0.289,-0.24,-0.43,-0.24
154.64,-0.00282,-0.007112,0.028,0.98,0.291,-0.18,-0.3,-0.3
154.645,30.158779,-0.004414,0.028,0.98,0.291,-0.18,-0.3,-0.3
154.65,0.004496,36.201424,0.029,0.979,0.293,-0.18,-0.37,-0.37
154.655,0.002044,-0.008133,0.029,0.979,0.293,-0.18,-0.37,-0.37
154.66,66.305931,-0.007807,0.03,0.981,0.29,-0.18,-0.37,-0.3
154.665,60.340363,-0.005518,0.03,0.981,0.29,-0.18,-0.37,-0.3
154.67,-0.009932,33.589066,0.03,0.981,0.288,-0.37,-0.37,-0.3
154.675,-0.00891,-0.018719,0.03,0.981,0.288,-0.37,-0.37,-0.3
154.68,49.403,-0.023828,0.032,0.979,0.289,-0.24,-0.37,-0.3
154.685,61.72739,-0.015695,0.032,0.979,0.289,-0.24,-0.37,-0.3
154.69,-0.000695,31.128012,0.032,0.98,0.289,-0.12,-0.3,-0.3
154.695,-0.003597,-0.018842,0.032,0.98,0.289,-0.12,-0.3,-0.3
154.7,4.365104,-0.018964,0.03,0.98,0.29,-0.24,-0.37,-0.3
154.705,64.759338,-0.014346,0.03,0.98,0.29,-0.24,-0.37,-0.3
154.71,-0.003842,-145.273483,0.031,0.98,0.288,-0.24,-0.3,-0.3
154.715,0.00049,-0.005436,0.031,0.98,0.288,-0.24,-0.3,-0.3
154.72,0.032616,-0.010954,0.031,0.98,0.29,-0.24,-0.3,-0.3
154.725,22.373363,-0.010259,0.031,0.98,0.29,-0.24,-0.3,-0.3
154.73,-0.013079,37.687275,0.031,0.979,0.291,-0.24,-0.24,-0.3
154.735,-0.012875,-0.022561,0.031,0.979,0.291,-0.24,-0.24,-0.3
154.74,-0.00936,-0.019414,0.033,0.981,0.29,-0.3,-0.37,-0.3
154.745,6.754058,-0.019169,0.033,0.981,0.29,-0.3,-0.37,-0.3
154.75,-0.011526,31.226105,0.032,0.98,0.288,-0.24,-0.37,-0.3
154.755,-0.008583,-0.003842,0.032,0.98,0.288,-0.24,-0.37,-0.3
154.76,-0.009605,-0.005518,0.029,0.978,0.29,-0.24,-0.37,-0.37
154.765,23.176167,-0.002698,0.029,0.978,0.29,-0.24,-0.37,-0.37
154.77,8.458982,37.015018,0.031,0.98,0.29,-0.06,-0.3,-0.3
154.775,-0.011526,-0.019659,0.031,0.98,0.29,-0.06,-0.3,-0.3
154.78,-0.012057,-0.016921,0.031,0.982,0.29,-0.12,-0.3,-0.3
154.785,41.34211,-0.012425,0.031,0.982,0.29,-0.12,-0.3,-0.3
154.79,23.165213,41.366386,0.032,0.979,0.288,-0.37,-0.43,-0.3
154.795,-0.012057,-0.018842,0.032,0.979,0.288,-0.37,-0.43,-0.3
154.8,-0.010504,-0.018065,0.03,0.982,0.289,-0.3,-0.3,-0.3
154.805,63.397488,-0.017289,0.03,0.982,0.289,-0.3,-0.3,-0.3
154.81,63.69994,30.083576,0.031,0.981,0.289,-0.12,-0.24,-0.3
154.815,-0.014673,-0.017943,0.031,0.981,0.289,-0.12,-0.24,-0.3
154.82,-0.010504,-0.023379,0.034,0.981,0.29,-0.12,-0.24,-0.24
154.825,58.739826,-0.020885,0.034,0.981,0.29,-0.12,-0.24,-0.24
154.83,0.002125,51.568958,0.033,0.981,0.288,-0.37,-0.37,-0.3
154.835,-0.000123,-0.018392,0.033,0.981,0.288,-0.37,-0.37,-0.3
154.84,0.008256,-0.018392,0.032,0.981,0.29,-0.43,-0.37,-0.24
154.845,7.239124,-0.018638,0.032,0.981,0.29,-0.43,-0.37,-0.24
154.85,-0.00846,21.533123,0.031,0.98,0.288,-0.18,-0.3,-0.24
154.855,-0.008583,-0.006417,0.031,0.98,0.288,-0.18,-0.3,-0.24
154.86,-0.009033,-0.007439,0.031,0.978,0.292,0.0,-0.3,-0.24
154.865,36.598862,-0.009932,0.031,0.978,0.292,0.0,-0.3,-0.24
154.87,24.479076,25.743813,0.031,0.98,0.287,-0.18,-0.3,-0.18
154.875,-0.013529,-0.004741,0.031,0.98,0.287,-0.18,-0.3,-0.18
154.88,-0.007684,-0.008583,0.031,0.98,0.288,-0.43,-0.43,-0.37
154.885,47.731018,-0.006662,0.031,0.98,0.288,-0.43,-0.43,-0.37
154.89,54.103497,1.156834,0.031,0.979,0.291,-0.37,-0.37,-0.37
154.895,-0.015817,-0.015572,0.031,0.979,0.291,-0.37,-0.37,-0.37
154.9,-0.007112,-0.018188,0.03,0.98,0.289,-0.06,-0.24,-0.3
154.905,55.9151,-0.016267,0.03,0.98,0.289,-0.06,-0.24,-0.3
154.91,47.719494,1.68735,0.03,0.98,0.287,-0.12,-0.24,-0.3
