time_s,EMG1_mV,EMG2_mV,AX_g,AY_g,AZ_g,GX_dps,GY_dps,GZ_dps
162.495,-0.010504,-0.019986,0.115,0.925,0.392,-11.1,-3.54,0.3
162.5,57.184166,-0.019741,0.12,0.908,0.466,-20.06,-5.43,-0.24
162.505,67.430061,-0.018515,0.12,0.908,0.466,-20.06,-5.43,-0.24
162.51,-0.010954,8.36604,0.117,0.909,0.472,-1.04,-0.3,-0.43
162.515,-0.009237,-0.004496,0.117,0.909,0.472,-1.04,-0.3,-0.43
162.52,0.553976,-0.010054,0.115,0.921,0.415,14.45,3.6,-0.18
162.525,9.086855,-0.006662,0.115,0.921,0.415,14.45,3.6,-0.18
162.53,-0.01827,31.553324,0.114,0.927,0.384,6.34,1.52,-0.3
162.535,-0.008706,-0.000245,0.114,0.927,0.384,6.34,1.52,-0.3
162.54,-0.010054,-0.008256,0.115,0.917,0.42,-10.37,-3.05,-0.37
162.545,64.286049,-0.011608,0.115,0.917,0.42,-10.37,-3.05,-0.37
162.55,-0.002698,25.713894,0.117,0.911,0.46,-9.45,-2.87,-0.18
162.555,-0.002044,-0.016144,0.117,0.911,0.46,-9.45,-2.87,-0.18
162.56,-0.004496,-0.015368,0.25,1.065,0.443,4.88,-0.67,-1.1
162.565,62.894852,-0.01737,0.25,1.065,0.443,4.88,-0.67,-1.1
162.57,1.920237,17.748888,0.194,1.206,0.538,10.91,-11.04,-21.28
162.575,-0.001144,-0.017493,0.194,1.206,0.538,10.91,-11.04,-21.28
162.58,-0.008787,-0.015245,0.116,0.862,0.479,73.6,-2.8,-56.46
162.585,239.544144,-0.014223,0.116,0.862,0.479,73.6,-2.8,-56.46
162.59,-0.001594,17.882212,0.104,0.773,0.457,81.71,2.2,-66.34
162.595,0.002371,-0.008706,0.104,0.773,0.457,81.71,2.2,-66.34
162.6,14.751189,-0.010831,0.052,0.824,0.486,72.99,12.38,-64.94
162.605,29.19486,-0.007357,0.052,0.824,0.486,72.99,12.38,-64.94
162.61,-0.018188,36.273521,-0.003,0.904,0.369,110.67,26.89,-53.84
162.615,-0.006213,-0.003515,-0.003,0.904,0.369,110.67,26.89,-53.84
162.62,59.046692,-0.005436,0.056,1.059,0.022,64.45,46.16,-7.99
162.625,64.811821,-0.005436,0.056,1.059,0.022,64.45,46.16,-7.99
162.63,-0.010504,28.70775,0.087,0.983,0.239,-78.41,1.83,-1.22
162.635,-0.011975,-0.003147,0.087,0.983,0.239,-78.41,1.83,-1.22
162.64,61.307636,-0.00282,0.126,0.801,0.48,-77.87,-31.83,16.04
162.645,60.353039,-0.008787,0.126,0.801,0.48,-77.87,-31.83,16.04
162.65,0.00049,47.015846,0.117,0.871,0.28,-7.26,-29.09,43.48
162.655,0.00188,-0.019986,0.117,0.871,0.28,-7.26,-29.09,43.48
162.66,19.047955,-0.022112,0.145,0.914,0.214,-36.16,-51.28,48.23
162.665,13.727352,-0.018065,0.145,0.914,0.214,-36.16,-51.28,48.23
162.67,-0.01173,10.056823,0.138,0.96,0.318,-59.63,-70.73,49.7
162.675,-0.007684,-0.018392,0.138,0.96,0.318,-59.63,-70.73,49.7
162.68,2.033288,-0.016144,0.102,0.873,0.375,-66.59,-46.22,40.55
162.685,64.08226,2.499471,0.102,0.873,0.375,-66.59,-46.22,40.55
162.69,-0.013774,16.385242,-0.201,0.706,0.496,-105.67,-15.67,31.1
162.695,-0.005967,-0.017044,-0.201,0.706,0.496,-105.67,-15.67,31.1
162.7,-0.007888,-0.01737,-0.124,0.743,0.511,-109.7,18.6,47.5
162.705,2.574349,-0.01827,-0.124,0.743,0.511,-109.7,18.6,47.5
162.71,-0.01218,2.21435,0.247,0.872,0.437,-88.6,45.55,47.5
162.715,-0.010831,-0.020313,0.247,0.872,0.437,-88.6,45.55,47.5
162.72,-0.006213,-0.019087,0.585,1.068,0.321,-116.59,72.8,29.82
162.725,27.99601,0.166021,0.585,1.068,0.321,-116.59,72.8,29.82
162.73,0.00139,10.483769,0.699,1.039,0.723,-229.02,-23.72,11.77
162.735,-0.004169,-0.022929,0.699,1.039,0.723,-229.02,-23.72,11.77
162.74,1.659802,-0.019087,0.023,0.857,0.787,-59.09,-41.95,-3.54
162.745,6.991605,0.575965,0.023,0.857,0.787,-59.09,-41.95,-3.54
162.75,-0.013651,1.592364,-0.066,0.782,0.395,44.94,32.01,0.67
162.755,-0.011526,-0.021785,-0.066,0.782,0.395,44.94,32.01,0.67
162.76,0.466183,-0.012629,0.248,0.92,0.568,-111.22,33.78,-23.6
162.765,0.214658,5.186626,0.248,0.92,0.568,-111.22,33.78,-23.6
162.77,-0.011975,1.326043,0.254,0.805,0.739,-59.39,41.77,-26.95
162.775,-0.011608,-0.005763,0.254,0.805,0.739,-59.39,41.77,-26.95
162.78,12.261119,-0.003065,0.019,0.833,0.308,4.76,32.01,15.37
162.785,5.510412,0.51433,0.019,0.833,0.308,4.76,32.01,15.37
162.79,-0.013324,1.632581,-0.067,0.736,0.466,-82.62,-32.5,24.02
162.795,-0.007684,-0.006866,-0.067,0.736,0.466,-82.62,-32.5,24.02
162.8,23.887581,-0.006213,0.005,0.938,0.659,-84.15,-57.01,50.61
162.805,9.437534,0.409862,0.005,0.938,0.659,-84.15,-57.01,50.61
162.81,-0.001471,-0.015695,-0.018,0.824,0.706,-61.65,-50.37,43.6
162.815,0.002861,-0.019414,-0.018,0.824,0.706,-61.65,-50.37,43.6
162.82,54.536167,-0.014428,0.038,0.826,0.594,27.68,-15.18,22.62
162.825,1.238006,14.730591,0.038,0.826,0.594,27.68,-15.18,22.62
162.83,-0.013978,-0.023583,0.315,0.849,0.482,32.5,19.7,-7.74
162.835,-0.010381,-0.017943,0.315,0.849,0.482,32.5,19.7,-7.74
162.84,60.263039,-0.017493,0.417,0.845,0.567,-0.67,32.5,-7.56
162.845,7.262339,19.042969,0.417,0.845,0.567,-0.67,32.5,-7.56
162.85,0.001798,0.000572,0.37,0.85,0.556,6.65,34.09,9.45
162.855,-0.002248,-0.004046,0.37,0.85,0.556,6.65,34.09,9.45
162.86,22.705242,-0.002943,0.31,0.775,0.543,-3.23,21.71,20.79
162.865,61.728371,0.497409,0.31,0.775,0.543,-3.23,21.71,20.79
162.87,-0.007112,10.834285,0.178,0.787,0.472,-15.85,8.29,38.54
162.875,-0.007807,-0.018964,0.178,0.787,0.472,-15.85,8.29,38.54
162.88,-0.012629,-0.015695,0.066,1.02,0.347,6.77,-7.5,22.62
162.885,4.460907,-0.009727,0.066,1.02,0.347,6.77,-7.5,22.62
162.89,-0.012997,8.281926,-0.009,0.584,0.114,47.38,-48.54,2.74
162.895,-0.010627,-0.01782,-0.009,0.584,0.114,47.38,-48.54,2.74
162.9,-0.010177,-0.018638,-0.141,0.69,0.732,-63.17,-60.3,-1.16
162.905,1.40983,0.179999,-0.141,0.69,0.732,-63.17,-60.3,-1.16
162.91,0.139209,20.865686,0.282,0.827,0.877,-49.63,10.85,10.79
162.915,-0.016717,-0.00045,0.282,0.827,0.877,-49.63,10.85,10.79
162.92,-0.007888,-0.004986,0.47,0.687,-0.014,153.23,-39.09,47.93
162.925,3.203528,0.058365,0.47,0.687,-0.014,153.23,-39.09,47.93
162.93,-0.01455,24.475071,-0.111,0.413,0.154,-65.12,-138.9,74.88
162.935,-0.011975,-0.006662,-0.111,0.413,0.154,-65.12,-138.9,74.88
162.94,64.629372,-0.00564,0.069,0.665,0.642,-363.66,-48.9,153.17
162.945,10.416985,1.126753,0.069,0.665,0.642,-363.66,-48.9,153.17
162.95,-0.012752,1.07411,0.424,0.769,0.797,-355.43,-24.33,191.04
162.955,-0.009482,-0.015817,0.237,0.871,0.761,-246.04,-38.84,167.01
162.96,39.471493,-0.017738,0.237,0.871,0.761,-246.04,-38.84,167.01
162.965,1.140731,26.174273,0.285,0.796,0.567,-165.0,11.59,147.07
162.97,-0.010177,-0.016717,0.285,0.796,0.567,-165.0,11.59,147.07
162.975,-0.008787,-0.016349,0.337,0.761,0.566,-224.27,13.72,141.16
162.98,41.094345,-0.018964,0.337,0.761,0.566,-224.27,13.72,141.16
162.985,-91.837402,34.834835,0.354,0.615,0.832,-272.93,-8.96,125.3
162.99,-0.009237,-0.017044,0.354,0.615,0.832,-272.93,-8.96,125.3
162.995,-0.004864,-0.018842,0.35,0.581,0.859,-187.62,5.91,122.32
163.0,7.115283,-0.016798,0.35,0.581,0.859,-187.62,5.91,122.32
163.005,0.971849,55.979923,0.365,0.711,0.566,-147.56,14.7,130.55
163.01,-0.009237,-0.02064,0.365,0.711,0.566,-147.56,14.7,130.55
163.015,-0.009237,-0.015245,0.378,0.973,0.297,-235.0,4.27,132.44
163.02,46.770451,-0.013978,0.378,0.973,0.297,-235.0,4.27,132.44
163.025,0.755719,18.660574,0.375,0.378,0.985,-235.73,0.3,100.24
163.03,-0.002698,-0.003392,0.375,0.378,0.985,-235.73,0.3,100.24
163.035,-0.000123,-0.010627,0.297,0.113,1.022,71.1,37.01,71.83
163.04,67.872292,-0.003842,0.297,0.113,1.022,71.1,37.01,71.83
163.045,-0.001471,24.896132,0.45,0.485,0.581,-111.16,23.17,72.5
163.05,-0.002044,-0.003965,0.45,0.485,0.581,-111.16,23.17,72.5
163.055,7.746179,-0.001798,0.247,0.417,0.719,142.68,6.52,48.6
163.06,66.195076,-0.008787,0.247,0.417,0.719,142.68,6.52,48.6
163.065,-0.008256,22.350639,0.418,0.146,1.085,53.48,64.94,44.88
163.07,-0.00891,-0.017616,0.418,0.146,1.085,53.48,64.94,44.88
163.075,1.584189,-0.016471,0.293,0.448,0.571,-93.41,51.1,67.68
163.08,16.43437,-0.012302,0.293,0.448,0.571,-93.41,51.1,67.68
163.085,-0.009932,30.065592,0.371,0.545,0.971,-16.16,36.83,63.29
163.09,-0.009932,-0.016267,0.371,0.545,0.971,-16.16,36.83,63.29
163.095,-0.007684,-0.020109,0.253,0.563,0.756,-137.87,32.5,55.06
163.1,26.868113,-0.019986,0.253,0.563,0.756,-137.87,32.5,55.06
163.105,-0.000327,34.004078,0.318,0.438,0.742,-129.39,32.32,37.07
163.11,0.004823,-0.019291,0.318,0.438,0.742,-129.39,32.32,37.07
163.115,1.656859,-0.016921,0.376,0.43,0.932,-166.04,7.62,30.37
163.12,12.197358,-0.018065,0.376,0.43,0.932,-166.04,7.62,30.37
163.125,-0.016144,27.555412,0.392,0.182,0.69,-228.29,-14.39,30.91
163.13,-0.00891,-0.003392,0.392,0.182,0.69,-228.29,-14.39,30.91
163.135,0.004659,-0.008256,0.355,0.29,0.784,76.83,-16.52,60.73
163.14,2.590697,-0.002044,0.355,0.29,0.784,76.83,-16.52,60.73
163.145,0.003188,19.158556,0.456,0.532,1.502,61.89,12.32,57.5
163.15,0.001226,-0.015,0.456,0.532,1.502,61.89,12.32,57.5
163.155,-0.001594,-0.017943,0.427,0.852,1.118,-240.06,62.32,21.16
163.16,38.481579,-0.013324,0.427,0.852,1.118,-240.06,62.32,21.16
163.165,-0.00846,5.840002,0.338,0.535,0.376,-280.61,72.26,-29.09
163.17,-0.010627,-0.021662,0.169,-0.246,0.348,-10.43,37.87,-40.49
163.175,61.581806,-0.016798,0.169,-0.246,0.348,-10.43,37.87,-40.49
163.18,12.140383,0.043815,0.251,-0.408,1.073,113.78,70.12,25.91
163.185,-0.012997,22.043692,0.251,-0.408,1.073,113.78,70.12,25.91
163.19,-0.008011,-0.022561,0.414,0.552,1.046,-33.9,145.12,69.27
163.195,59.74511,-0.021539,0.414,0.552,1.046,-33.9,145.12,69.27
163.2,64.441765,-0.019291,0.616,0.259,1.005,-85.79,85.3,30.61
163.205,-0.000572,0.435938,0.616,0.259,1.005,-85.79,85.3,30.61
163.21,0.002044,-0.008256,0.715,0.407,0.822,25.98,12.07,-3.6
163.215,16.80434,-0.003842,0.715,0.407,0.822,25.98,12.07,-3.6
163.22,48.58025,-0.003147,0.33,0.221,0.659,187.87,-41.46,-24.94
163.225,-0.010954,0.237056,0.33,0.221,0.659,187.87,-41.46,-24.94
163.23,-0.005967,-0.022112,0.478,0.774,0.85,259.39,-73.29,-18.35
163.235,2.604267,-0.015245,0.478,0.774,0.85,259.39,-73.29,-18.35
163.24,62.668831,2.91669,0.648,1.066,1.292,199.45,-115.73,-19.02
163.245,-0.013202,0.204522,0.648,1.066,1.292,199.45,-115.73,-19.02
163.25,-0.011076,-0.010708,0.781,1.132,0.616,-356.04,-225.67,-35.18
163.255,28.459496,-0.008256,0.781,1.132,0.616,-356.04,-225.67,-35.18
163.26,37.573895,32.400269,-0.165,0.045,-1.412,-1175.85,-514.15,-68.48
163.265,0.003188,-0.003515,-0.165,0.045,-1.412,-1175.85,-514.15,-68.48
163.27,-0.001921,-0.00564,0.423,-0.785,0.595,96.1,-427.38,-139.09
163.275,22.901426,-0.007561,0.423,-0.785,0.595,96.1,-427.38,-139.09
163.28,0.895173,28.414047,1.249,-0.142,0.003,304.27,-350.49,-56.22
163.285,-0.000572,-0.016349,0.859,0.071,-0.001,19.88,-536.71,-2.01
163.29,-0.000899,-0.01455,0.859,0.071,-0.001,19.88,-536.71,-2.01
163.295,12.451418,-0.016594,0.631,-0.038,0.894,-117.01,-602.87,7.2
163.3,-0.009727,2.323151,0.631,-0.038,0.894,-117.01,-602.87,7.2
163.305,-0.008706,-0.001349,0.524,0.372,1.308,-175.55,-518.66,-7.68
163.31,10.000257,-0.004414,0.524,0.372,1.308,-175.55,-518.66,-7.68
163.315,10.973659,0.239427,1.017,0.181,1.128,-100.73,-362.26,-42.07
163.32,-0.009605,-0.004986,1.017,0.181,1.128,-100.73,-362.26,-42.07
163.325,-0.009932,-0.008256,1.582,-0.438,1.019,257.74,-277.26,-46.04
163.33,2.314486,-0.008706,1.582,-0.438,1.019,257.74,-277.26,-46.04
163.335,0.293786,17.652594,1.543,-1.499,1.057,285.79,-256.4,48.9
163.34,0.004414,-0.019986,1.543,-1.499,1.057,285.79,-256.4,48.9
163.345,0.000327,-0.013447,1.501,-1.555,1.529,126.34,-216.22,291.52
163.35,9.608377,-0.017044,1.501,-1.555,1.529,126.34,-216.22,291.52
163.355,0.00049,45.275284,1.766,-0.853,1.661,-374.09,-122.62,532.2
163.36,-0.000123,-0.004986,1.876,0.097,1.536,-478.41,-23.54,640.3
163.365,0.000572,-0.005191,1.876,0.097,1.536,-478.41,-23.54,640.3
163.37,11.691366,-0.002248,1.706,0.878,1.381,-375.06,54.02,616.65
163.375,-0.014223,30.152321,1.706,0.878,1.381,-375.06,54.02,616.65
163.38,-0.009727,-0.021662,1.183,1.407,1.241,-269.57,131.59,502.87
163.385,-0.004046,-0.014918,1.183,1.407,1.241,-269.57,131.59,502.87
163.39,47.192493,0.135776,0.799,1.572,0.899,-116.22,232.87,316.28
163.395,0.002371,3.935296,0.799,1.572,0.899,-116.22,232.87,316.28
163.4,8.2e-05,-0.008011,0.596,1.23,0.332,41.83,312.93,95.0
163.405,5.159978,-0.00282,0.596,1.23,0.332,41.83,312.93,95.0
163.41,26.370049,0.136839,0.523,0.52,-0.279,172.99,321.16,-81.04
163.415,-0.011158,1.3043,0.523,0.52,-0.279,172.99,321.16,-81.04
163.42,-0.007888,-0.003515,0.504,-0.364,-0.659,276.52,231.04,-165.18
163.425,12.465968,-0.003147,0.504,-0.364,-0.659,276.52,231.04,-165.18
163.43,14.386777,1.614434,0.539,-0.921,-0.422,301.89,62.99,-142.07
163.435,-0.013079,-0.017493,0.539,-0.921,-0.422,301.89,62.99,-142.07
163.44,-0.009482,-0.018065,0.598,-1.031,0.281,173.05,-81.34,-53.29
163.445,55.272182,-0.013202,0.598,-1.031,0.281,173.05,-81.34,-53.29
163.45,-0.012997,52.858219,0.679,-0.804,0.925,51.89,-122.13,44.02
163.455,-0.006417,-0.01782,0.695,-0.511,1.338,-15.85,-70.79,113.35
163.46,12.501118,-0.016267,0.695,-0.511,1.338,-15.85,-70.79,113.35
163.465,64.806587,-0.014796,1.053,-0.712,1.335,-0.24,48.05,141.52
163.47,-0.007888,-144.463806,1.053,-0.712,1.335,-0.24,48.05,141.52
163.475,-0.009482,-0.005886,1.558,-1.177,0.654,207.07,167.07,219.09
163.48,26.860918,-0.011975,1.558,-1.177,0.654,207.07,167.07,219.09
163.485,55.285591,-0.007234,0.189,-0.25,1.022,-165.85,126.52,360.85
163.49,0.002125,13.678878,0.189,-0.25,1.022,-165.85,126.52,360.85
163.495,-0.004619,-0.021539,-0.055,0.347,0.882,-277.2,178.6,309.63
163.5,50.213245,-0.016594,-0.055,0.347,0.882,-277.2,178.6,309.63
163.505,17.950222,3.560666,0.751,0.435,0.376,-11.22,230.43,174.45
163.51,-0.009727,-0.004619,0.751,0.435,0.376,-11.22,230.43,174.45
163.515,-0.014428,-0.007888,0.58,0.391,0.159,-49.88,178.35,93.05
163.52,59.542385,-0.006213,0.58,0.391,0.159,-49.88,178.35,93.05
163.525,2.25187,38.148392,0.198,0.165,0.206,42.8,113.23,6.1
163.53,0.001226,-0.019986,0.198,0.165,0.206,42.8,113.23,6.1
163.535,-0.001471,-0.019291,0.357,-0.379,0.3,167.01,73.29,-55.0
163.54,33.518764,-0.019087,0.357,-0.379,0.3,167.01,73.29,-55.0
163.545,29.917227,17.426083,0.572,-0.88,0.507,173.05,26.46,-38.72
163.55,0.002371,-0.00327,0.572,-0.88,0.507,173.05,26.46,-38.72
163.555,0.003025,-0.00936,0.744,-1.096,0.854,86.1,-7.5,32.99
163.56,66.841835,-0.005967,0.744,-1.096,0.854,86.1,-7.5,32.99
163.565,57.515881,26.274002,0.688,-0.908,1.117,-45.12,0.91,123.78
163.57,-0.011608,-0.017493,0.649,-0.684,1.327,-93.05,52.2,188.9
163.575,-0.010708,-0.012997,0.649,-0.684,1.327,-93.05,52.2,188.9
163.58,65.655083,-0.018638,0.576,-0.565,1.293,-85.24,135.73,232.32
163.585,9.74162,53.67075,0.576,-0.565,1.293,-85.24,135.73,232.32
163.59,-0.01218,-0.016022,0.506,-0.502,0.934,-165.67,220.37,277.62
163.595,-0.009033,-0.013978,0.506,-0.502,0.934,-165.67,220.37,277.62
163.6,16.848238,-0.019741,0.323,-0.647,0.328,-270.37,243.54,321.34
163.605,-0.003147,37.470898,0.323,-0.647,0.328,-270.37,243.54,321.34
163.61,-0.006989,-0.00891,0.323,-0.878,-0.086,-282.32,190.3,372.74
163.615,61.078835,-0.008706,0.323,-0.878,-0.086,-282.32,190.3,372.74
163.62,19.921385,0.009564,0.428,-1.246,-0.036,-365.3,56.52,445.0
163.625,-0.000899,0.031716,0.428,-1.246,-0.036,-365.3,56.52,445.0
163.63,-0.001471,-0.017943,0.539,-1.49,0.53,-435.18,-79.21,529.15
163.635,9.703364,-0.016717,0.539,-1.49,0.53,-435.18,-79.21,529.15
163.64,1.752826,9.29996,0.732,-1.51,1.122,-461.28,-129.76,604.27
163.645,-0.011608,-0.017616,0.961,-1.893,1.587,-420.67,-109.63,679.94
163.65,-0.009155,-0.022112,0.961,-1.893,1.587,-420.67,-109.63,679.94
163.655,4.823277,-0.01782,1.196,-1.869,2.0,-342.62,-11.1,809.02
163.66,-0.001798,24.848476,1.196,-1.869,2.0,-342.62,-11.1,809.02
163.665,-0.004414,-0.001022,1.436,-1.217,2.0,-594.57,175.67,967.93
163.67,2.707509,-0.001798,1.436,-1.217,2.0,-594.57,175.67,967.93
163.675,26.811956,-0.007112,1.273,-0.13,1.909,-651.89,302.93,1024.57
163.68,0.002861,16.538183,1.273,-0.13,1.909,-651.89,302.93,1024.57
163.685,-0.005436,-0.018638,0.897,0.954,1.469,-596.59,401.65,959.09
163.69,1.706886,-0.016471,0.897,0.954,1.469,-596.59,401.65,959.09
163.695,56.095837,1.142529,0.414,1.668,0.758,-439.88,487.56,778.6
163.7,-0.012425,3.26737,0.414,1.668,0.758,-439.88,487.56,778.6
163.705,-0.012875,-0.015123,-0.192,2.0,0.048,-257.13,537.44,516.95
163.71,11.903082,-0.017044,-0.557,1.832,-0.71,-191.77,521.71,230.49
163.715,66.546585,16.629736,-0.557,1.832,-0.71,-191.77,521.71,230.49
163.72,-0.015123,-0.020558,-0.71,1.049,-1.295,178.05,447.87,-42.38
163.725,-0.011281,-0.019087,-0.71,1.049,-1.295,178.05,447.87,-42.38
163.73,53.782246,-0.012997,-0.651,-0.349,-1.594,405.49,301.4,-223.84
163.735,-0.012752,45.107624,-0.651,-0.349,-1.594,405.49,301.4,-223.84
163.74,-0.010054,-0.023583,-0.644,-1.614,-1.458,406.28,99.09,-247.93
163.745,17.131315,-0.021907,-0.644,-1.614,-1.458,406.28,99.09,-247.93
163.75,23.834774,-0.016267,-0.649,-2.0,-0.992,193.72,-79.88,-134.88
163.755,-0.001144,0.143215,-0.623,-1.563,-0.427,-99.57,-188.66,6.65
163.76,-0.002616,-0.018719,-0.623,-1.563,-0.427,-99.57,-188.66,6.65
163.765,27.580181,-0.016594,-0.552,-0.927,0.091,-175.18,-222.8,76.83
163.77,0.077411,32.248062,-0.552,-0.927,0.091,-175.18,-222.8,76.83
163.775,-0.004864,-0.025749,-0.565,-0.647,0.559,-96.65,-195.67,73.6
163.78,-0.001921,-0.019087,-0.565,-0.647,0.559,-96.65,-195.67,73.6
163.785,21.994482,-0.015123,-0.594,-0.692,0.807,-34.82,-105.98,49.57
163.79,-0.011158,55.191177,-0.594,-0.692,0.807,-34.82,-105.98,49.57
163.795,-0.010259,-0.022357,-0.645,-0.761,0.705,-23.66,17.32,37.44
163.8,-0.006213,-0.016349,-0.645,-0.761,0.705,-23.66,17.32,37.44
163.805,42.532703,-0.018638,-0.669,-0.696,0.213,-63.41,121.83,39.39
163.81,-0.013529,20.202011,-0.669,-0.696,0.213,-63.41,121.83,39.39
163.815,-0.007684,-0.016798,-0.684,-0.601,-0.299,-74.82,159.33,36.52
163.82,1.171385,-0.013978,-0.684,-0.601,-0.299,-74.82,159.33,36.52
163.825,58.495415,0.949941,-0.714,-0.589,-0.589,-50.79,131.83,24.51
163.83,0.000245,13.797324,-0.739,-0.625,-0.673,-25.3,73.9,13.35
163.835,0.00049,-0.013651,-0.739,-0.625,-0.673,-25.3,73.9,13.35
163.84,2.275985,-0.016594,-0.735,-0.623,-0.571,-3.96,10.98,5.91
163.845,42.867771,7.280732,-0.735,-0.623,-0.571,-3.96,10.98,5.91
163.85,-0.001798,0.051335,-0.706,-0.604,-0.317,29.88,-34.57,-4.94
163.855,0.000572,-0.006989,-0.706,-0.604,-0.317,29.88,-34.57,-4.94
163.86,26.346588,-0.002044,-0.684,-0.534,-0.106,70.73,-48.23,-22.26
163.865,-0.011281,24.069624,-0.684,-0.534,-0.106,70.73,-48.23,-22.26
163.87,-0.012425,-0.003392,-0.671,-0.325,-0.098,114.76,-40.24,-52.2
163.875,15.38372,-0.008787,-0.671,-0.325,-0.098,114.76,-40.24,-52.2
163.88,34.010204,-0.00846,-0.695,0.105,-0.29,205.12,-34.94,-111.95
163.885,-0.009727,32.080406,-0.695,0.105,-0.29,205.12,-34.94,-111.95
163.89,-0.010954,-0.02064,-0.623,0.574,-0.498,421.77,-57.93,-227.07
163.895,48.148891,-0.015245,-0.623,0.574,-0.498,421.77,-57.93,-227.07
163.9,24.035454,0.046022,-0.445,0.643,-0.489,767.8,-135.12,-385.91
163.905,0.000572,0.002861,-0.021,0.749,-0.038,1135.43,-268.35,-546.28
163.91,-0.001349,-0.007234,-0.021,0.749,-0.038,1135.43,-268.35,-546.28
163.915,34.190125,-0.003392,0.51,1.469,1.131,1572.93,-423.9,-701.4
163.92,0.012997,42.347553,0.51,1.469,1.131,1572.93,-423.9,-701.4
163.925,-0.003147,-0.006662,1.063,0.937,2.0,1586.28,-522.44,-868.66
163.93,-0.004741,-0.009237,1.063,0.937,2.0,1586.28,-522.44,-868.66
163.935,7.739395,-0.007807,1.406,0.783,2.0,1730.18,-503.9,-990.43
163.94,-0.014673,41.362137,1.406,0.783,2.0,1730.18,-503.9,-990.43
163.945,-0.010504,-0.019986,1.405,0.882,1.985,1643.54,-320.12,-1117.2
163.95,4.659953,-0.019414,1.778,0.447,1.999,1645.3,139.88,-1273.66
163.955,33.671459,0.040054,1.778,0.447,1.999,1645.3,139.88,-1273.66
163.96,-0.009727,1.487568,1.84,-0.966,2.0,1733.17,387.93,-1321.1
163.965,-0.009727,-0.006213,1.84,-0.966,2.0,1733.17,387.93,-1321.1
163.97,19.830486,-0.006662,0.998,-2.0,1.978,1331.83,371.52,-990.67
163.975,59.451733,24.917877,0.998,-2.0,1.978,1331.83,371.52,-990.67
163.98,-0.013324,-0.018719,0.074,-2.0,1.127,233.96,386.89,-373.6
163.985,-0.012057,-0.01545,0.074,-2.0,1.127,233.96,386.89,-373.6
163.99,54.032055,-0.020763,-0.19,-0.957,-0.293,-501.04,393.29,138.54
163.995,-0.013978,7.317925,-0.19,-0.957,-0.293,-501.04,393.29,138.54
164.0,-0.010177,-0.019741,-0.375,1.105,-0.702,-415.37,219.33,265.37
164.005,4.176603,-0.01737,-0.421,1.719,-0.546,-28.54,18.23,129.7
164.01,22.896849,-0.01737,-0.421,1.719,-0.546,-28.54,18.23,129.7
164.015,-0.012752,0.336048,-0.311,1.013,-0.049,299.15,-131.4,-13.05
164.02,-0.006989,-0.018515,-0.311,1.013,-0.049,299.15,-131.4,-13.05
164.025,4.185922,-0.014796,-0.226,0.056,0.592,272.87,-210.73,-48.29
164.03,-0.001349,26.036373,-0.226,0.056,0.592,272.87,-210.73,-48.29
164.035,0.000654,-0.01827,-0.205,-0.338,0.843,83.72,-192.2,43.9
164.04,0.328445,-0.016267,-0.205,-0.338,0.843,83.72,-192.2,43.9
164.045,0.691795,-0.013774,-0.227,0.258,0.667,-150.55,-149.7,169.15
164.05,-0.014101,45.668873,-0.227,0.258,0.667,-150.55,-149.7,169.15
164.055,-0.011076,-0.00564,-0.201,0.976,0.236,-141.59,-130.24,198.78
164.06,1.349749,-0.008706,-0.201,0.976,0.236,-141.59,-130.24,198.78
164.065,60.586334,-0.005886,-0.15,1.398,0.067,10.43,-165.3,131.34
164.07,-0.012302,37.5215,-0.161,1.388,0.346,164.57,-225.67,20.55
164.075,-0.014346,-0.013774,-0.161,1.388,0.346,164.57,-225.67,20.55
164.08,0.413459,-0.018188,-0.125,0.793,0.627,312.62,-230.49,-82.32
164.085,51.049397,0.022152,-0.125,0.793,0.627,312.62,-230.49,-82.32
164.09,-0.013079,7.458851,-0.027,0.171,0.669,323.29,-207.01,-94.57
164.095,-0.013447,-0.013079,-0.027,0.171,0.669,323.29,-207.01,-94.57
164.1,15.052333,-0.019741,0.022,0.124,0.809,190.18,-213.9,-22.99
164.105,38.07008,15.305737,0.022,0.124,0.809,190.18,-213.9,-22.99
164.11,-0.006989,-0.019986,0.09,0.446,0.854,73.29,-213.54,52.32
164.115,-0.009932,-0.018065,0.09,0.446,0.854,73.29,-213.54,52.32
164.12,64.727127,-0.018515,0.084,0.799,1.014,35.91,-217.93,81.65
164.125,64.73539,54.267067,0.084,0.799,1.014,35.91,-217.93,81.65
164.13,0.001553,-0.002698,0.065,0.946,1.127,61.52,-184.82,61.95
164.135,0.000899,-0.011608,0.065,0.946,1.127,61.52,-184.82,61.95
164.14,20.284981,-0.009482,0.065,0.911,1.014,111.71,-122.93,29.88
164.145,0.000572,54.091072,0.065,0.911,1.014,111.71,-122.93,29.88
164.15,0.000899,-0.02203,0.121,0.849,0.787,152.38,-78.23,9.57
164.155,5.232075,-0.014346,0.121,0.849,0.787,152.38,-78.23,9.57
164.16,34.482033,-0.015695,0.102,0.78,0.511,158.54,-63.66,3.84
164.165,-0.003065,36.917824,0.102,0.78,0.511,158.54,-63.66,3.84
164.17,0.003597,-0.019169,0.076,0.707,0.028,23.35,-72.62,-3.84
164.175,-0.002044,-0.020763,0.076,0.707,0.028,23.35,-72.62,-3.84
