sample,ch1_filtered_mV,ch1_rectified_mV,ch1_rms_mV,ch1_raw_mV
10616,-0.0030949649250823427,0.0030949649250823427,0.005647271189788968,17.694
10617,-0.0027359877568632284,0.0027359877568632284,0.005089411933927064,17.694
10618,-0.004141111397202051,0.004141111397202051,0.004659522300092217,17.692
10619,-0.003566925337328567,0.003566925337328567,0.004573369346149051,17.692
10620,0.002271288638879883,0.002271288638879883,0.004569272587882065,17.698
10621,0.0003472016079728835,0.0003472016079728835,0.004556318529785311,17.696
10622,-0.00045579895492747855,0.00045579895492747855,0.004546645559210864,17.695
10623,-0.0020518669322171883,0.0020518669322171883,0.004551272456108295,17.693
10624,-0.00258843496274324,0.00258843496274324,0.004550867698409033,17.692
10625,-0.0030885777656682344,0.0030885777656682344,0.004550256320617011,17.691
10626,-0.005333413540129667,0.005333413540129667,0.004549723881729391,17.688
10627,-0.00823325794877427,0.00823325794877427,0.00460019367590877,17.684
10628,-0.007292313526804689,0.007292313526804689,0.004631902556263318,17.684
10629,-0.006512766514468792,0.006512766514468792,0.004665491950533924,17.684
10630,-0.0067564717583273,0.0067564717583273,0.004705267463063335,17.683
10631,-0.007891579993008558,0.007891579993008558,0.004732272464888509,17.681
10632,-0.007146757465320243,0.007146757465320243,0.004732671535945579,17.681
10633,-0.005620390521116748,0.005620390521116748,0.004662976855232697,17.682
10634,-0.004276836248575602,0.004276836248575602,0.00456275783395397,17.683
10635,-0.005730223728753087,0.005730223728753087,0.004482528810850105,17.681
10636,-0.006974744228221682,0.006974744228221682,0.004489089400476609,17.679
10637,-0.008023724850779502,0.008023724850779502,0.004460641485791883,17.677
10638,-0.008894620050469877,0.008894620050469877,0.004408554458798373,17.675
10639,-0.006073667755401014,0.006073667755401014,0.0043136802041918365,17.677
10640,-0.0026662767415755375,0.0026662767415755375,0.0042284812498506056,17.68
10641,0.011852345562063972,0.011852345562063972,0.004299665741109416,17.696
10642,0.0025384457245232962,0.0025384457245232962,0.0042141942968742,17.687
10643,-0.013579240471593229,0.013579240471593229,0.0043555078776285035,17.669
10644,-0.014464499707032372,0.014464499707032372,0.004547270581938353,17.666
10645,-0.012586923172219256,0.012586923172219256,0.0046307107795979,17.666
10646,-0.011843088147525925,0.011843088147525925,0.004739314680481376,17.665
10647,-0.012119070729664507,0.012119070729664507,0.004861437482990719,17.663
10648,-0.013308820507158392,0.013308820507158392,0.005031484220975146,17.66
10649,-0.016196384819654474,0.016196384819654474,0.005250298129697559,17.655
10650,-0.010858199426553711,0.010858199426553711,0.0053349524329608594,17.659
10651,-0.007129393991581426,0.007129393991581426,0.005354087843571092,17.662
10652,-0.010992153222542902,0.010992153222542902,0.005451632629353757,17.657
10653,-0.011782402582411807,0.011782402582411807,0.005574988701245598,17.655
10654,-0.011614401581404065,0.011614401581404065,0.00567958953223164,17.654
10655,-0.013230259863182721,0.013230259863182721,0.005819953498418645,17.651
10656,-0.008434344074599975,0.008434344074599975,0.005875695406249477,17.655
10657,-0.007705396338029779,0.007705396338029779,0.0059124062874227465,17.655
10658,-0.006997251093661814,0.006997251093661814,0.005886046235019145,17.655
10659,-0.008944838216319449,0.008944838216319449,0.005857752629386284,17.652
10660,-0.006148579132313785,0.006148579132313785,0.005877807797637234,17.654
10661,-0.0062569854206532775,0.0062569854206532775,0.00591077169404806,17.653
10662,-0.008044525245648786,0.008044525245648786,0.005965026861541602,17.65
10663,-0.006020976657797081,0.006020976657797081,0.005990800186126466,17.651
10664,-0.0033233334262779968,0.0033233334262779968,0.005998749540994322,17.653
10665,-0.0018279226555404423,0.0018279226555404423,0.00600117190910718,17.654
10666,-0.003181911925249451,0.003181911925249451,0.006009311790339488,17.652
10667,-0.003525763195661946,0.003525763195661946,0.006015120270657245,17.651
10668,-0.0021156682991455332,0.0021156682991455332,0.006017547377880855,17.652
10669,-0.0018289268574737043,0.0018289268574737043,0.00601912501089443,17.652
10670,-0.0034189708988308356,0.0034189708988308356,0.006021613012076902,17.65
10671,-0.004004238522885141,0.004004238522885141,0.006028771714823599,17.649
10672,-0.0028139103771131348,0.0028139103771131348,0.006033121913245624,17.65
10673,-0.005352483437031462,0.005352483437031462,0.006047731166966676,17.647
10674,-0.007613307693005847,0.007613307693005847,0.006088053902028986,17.644
10675,-0.006073259966889839,0.006073259966889839,0.0061155710143403815,17.645
10676,-0.008244213997164865,0.008244213997164865,0.006170038635619431,17.642
10677,-0.007471029043980782,0.007471029043980782,0.006215105457813661,17.642
10678,-0.006747169500201008,0.006747169500201008,0.00624620908478545,17.642
10679,-0.001637714478104479,0.001637714478104479,0.006235598444850139,17.647
10680,-0.002391628253190178,0.002391628253190178,0.006235016072796521,17.646
10681,0.0031941676572562216,0.0031941676572562216,0.006239534065643427,17.652
10682,0.01788419303009993,0.01788419303009993,0.006488321661739343,17.669
10683,0.01493724678844861,0.01493724678844861,0.006657985631458764,17.668
10684,0.0053303446255128575,0.0053303446255128575,0.006679223221757222,17.659
10685,-0.01012685090765905,0.01012685090765905,0.006752441001498513,17.642
10686,-0.009522166784814731,0.009522166784814731,0.006816887882254268,17.641
10687,-0.008088089039152957,0.008088089039152957,0.0068638005827558165,17.641
10688,-0.008613973794400173,0.008613973794400173,0.006917258571716798,17.639
10689,-0.009128832979273662,0.009128832979273662,0.006976189918505781,17.637
10690,-0.010546461439866308,0.010546461439866308,0.007055190389308057,17.634
10691,-0.009243225920893357,0.009243225920893357,0.007112027022034279,17.634
10692,-0.004677577579880722,0.004677577579880722,0.007122096163287489,17.638
10693,-0.006968665338981222,0.006968665338981222,0.007154614263227783,17.635
10694,-0.004665807828603261,0.004665807828603261,0.007168426528794874,17.637
10695,-0.004488474509545203,0.004488474509545203,0.007178824216957309,17.637
10696,-0.006146779312263645,0.006146779312263645,0.007202225037134061,17.635
10697,-0.00937992779304983,0.00937992779304983,0.007260717695271818,17.631
10698,-0.010423192562164965,0.010423192562164965,0.007322238779200497,17.629
10699,-0.0059739864075544664,0.0059739864075544664,0.007330800578769541,17.633
10700,-0.0090478507543264,0.0090478507543264,0.00738642128685782,17.629
10701,-0.006341319042305918,0.006341319042305918,0.007413136290594694,17.631
10702,-0.005618094126724822,0.005618094126724822,0.007434339197812849,17.631
10703,-0.006641031948539891,0.006641031948539891,0.007462618136018984,17.629
10704,-0.007442836949383823,0.007442836949383823,0.00749875918325121,17.627
10705,-0.00718822281811204,0.00718822281811204,0.007532520697560496,17.626
10706,-0.00691923833120688,0.00691923833120688,0.007563773517287997,17.625
10707,-0.00402104872323786,0.00402104872323786,0.007570217410528146,17.627
10708,-0.006802723604529066,0.006802723604529066,0.0075898368859951435,17.623
10709,-0.007536241541840247,0.007536241541840247,0.007618276685362942,17.621
10710,-0.002076628087744485,0.002076628087744485,0.007609236025106132,17.626
10711,-0.0018008228706541214,0.0018008228706541214,0.007605433591485989,17.626
10712,-0.003436098013885208,0.003436098013885208,0.007613177276245971,17.624
10713,-0.004976412732197367,0.004976412732197367,0.0076291892860031185,17.622
10714,-0.003765698939952124,0.003765698939952124,0.0076372336295024434,17.623
10715,-0.002766227124994999,0.002766227124994999,0.007642119311113157,17.624
10716,-0.003691142236475913,0.003691142236475913,0.007644765843144753,17.623
10717,-0.006273404739579869,0.006273404739579869,0.007665581815930313,17.62
10718,-0.005858827383867431,0.005858827383867431,0.007676777652363045,17.62
10719,-0.0036657043405242838,0.0036657043405242838,0.007677242958466358,17.622
10720,-0.006074830267531769,0.006074830267531769,0.007697889811520001,17.619
10721,-0.0019070987734048951,0.0019070987734048951,0.007700173525191031,17.623
10722,-0.0007932676985240644,0.0007932676985240644,0.007700447229063709,17.624
10723,-0.0023671102772088405,0.0023671102772088405,0.007701351703380672,17.622
10724,0.0025246758818224697,0.0025246758818224697,0.007701140044609201,17.627
10725,-0.013436631372658894,0.013436631372658894,0.007811376030315326,17.609
10726,-0.005322268233051196,0.005322268233051196,0.007811300012067767,17.616
10727,-0.002601322666668163,0.002601322666668163,0.007772143289349507,17.618
10728,-0.0020083640744682314,0.0020083640744682314,0.007740463048616958,17.618
