sample,ch2_hpf_mV
1756,-0.176668
1757,-0.042242
1758,0.111408
1759,0.238598
1760,0.255804
1761,0.174417
1762,0.033182
1763,-0.114614
1764,-0.234013
1765,-0.251872
1766,-0.177134
1767,-0.038273
1768,0.114484
1769,0.238366
1770,0.252507
1771,0.174049
1772,0.032311
1773,-0.117366
1774,-0.237153
1775,-0.259684
1776,-0.180899
1777,-0.03692
1778,0.117409
1779,0.241645
1780,0.253149
1781,0.172007
1782,0.029987
1783,-0.120126
1784,-0.237188
1785,-0.254985
1786,-0.177336
1787,-0.034131
1788,0.11887
1789,0.237779
1790,0.251999
1791,0.17543
1792,0.035835
1793,-0.107441
1794,-0.228588
1795,-0.250745
1796,-0.174792
1797,-0.034096
1798,0.118648
1799,0.236084
1800,0.250088
1801,0.16933
1802,0.028021
1803,-0.116721
1804,-0.23197
1805,-0.251218
1806,-0.175805
1807,-0.03383
1808,0.119649
1809,0.240053
1810,0.258505
1811,0.178573
1812,0.035619
1813,-0.117642
1814,-0.236702
1815,-0.253578
1816,-0.173849
1817,-0.031901
1818,0.121267
1819,0.240251
1820,0.251535
1821,0.16845
1822,0.029047
1823,-0.117457
1824,-0.232385
1825,-0.250801
1826,-0.177009
1827,-0.034311
1828,0.121666
1829,0.239648
1830,0.248018
1831,0.169117
1832,0.032366
1833,-0.11227
1834,-0.229815
1835,-0.251168
1836,-0.171941
1837,-0.026496
1838,0.122205
1839,0.2386
1840,0.249543
1841,0.164284
1842,0.022989
1843,-0.123028
1844,-0.234628
1845,-0.248943
1846,-0.173641
1847,-0.031601
1848,0.122103
1849,0.237903
1850,0.248832
1851,0.169096
1852,0.026162
1853,-0.121281
1854,-0.228044
1855,-0.248177
1856,-0.171396
1857,-0.029922
1858,0.1172
1859,0.235887
1860,0.248432
1861,0.166835
1862,0.028217
1863,-0.117755
1864,-0.235697
1865,-0.255254
1866,-0.179491
1867,-0.035354
1868,0.118124
1869,0.239834
1870,0.252854
1871,0.167026
1872,0.025853
1873,-0.119011
1874,-0.234587
1875,-0.252503
1876,-0.175641
1877,-0.032065
1878,0.121212
1879,0.237595
1880,0.246243
1881,0.167199
1882,0.032197
1883,-0.116823
1884,-0.231129
1885,-0.247838
1886,-0.173065
1887,-0.02968
1888,0.122062
1889,0.238869
1890,0.248855
1891,0.163139
1892,0.022209
1893,-0.121616
1894,-0.233902
1895,-0.252763
1896,-0.170872
1897,-0.02301
1898,0.126009
1899,0.243715
1900,0.253266
1901,0.170986
1902,0.029594
1903,-0.119153
1904,-0.232895
1905,-0.247347
1906,-0.171174
1907,-0.032665
1908,0.11862
1909,0.239961
1910,0.253724
1911,0.167606
1912,0.022455
1913,-0.121784
1914,-0.236054
1915,-0.249526
1916,-0.16792
1917,-0.027894
1918,0.125372
1919,0.249527
1920,0.253453
1921,0.164373
1922,0.026499
1923,-0.117995
1924,-0.23245
1925,-0.249815
1926,-0.17015
1927,-0.030482
1928,0.121632
1929,0.242695
1930,0.251874
1931,0.165897
1932,0.024452
1933,-0.122724
1934,-0.237344
1935,-0.251632
1936,-0.169565
1937,-0.024866
1938,0.120741
1939,0.235124
1940,0.239427
1941,0.152088
1942,0.014261
1943,-0.125777
1944,-0.24228
1945,-0.263531
1946,-0.190429
1947,-0.048629
1948,0.103384
1949,0.220274
1950,0.230633
1951,0.146982
1952,0.013908
1953,-0.123332
1954,-0.223439
1955,-0.232739
1956,-0.154486
1957,-0.015524
1958,0.136275
1959,0.260603
1960,0.27435
1961,0.189219
1962,0.038306
1963,-0.114439
1964,-0.227783
1965,-0.245317
1966,-0.165018
1967,-0.02617
1968,0.123119
1969,0.239561
1970,0.24595
1971,0.159376
1972,0.019182
1973,-0.126513
1974,-0.23332
1975,-0.241923
1976,-0.164822
1977,-0.025899
1978,0.123432
1979,0.234662
1980,0.242246
1981,0.156224
1982,0.019065
1983,-0.123379
1984,-0.234754
1985,-0.24597
1986,-0.167308
1987,-0.020449
1988,0.130726
1989,0.241048
1990,0.237706
1991,0.151231
1992,0.011944
1993,-0.130242
1994,-0.234475
1995,-0.245075
1996,-0.17128
1997,-0.030924
1998,0.12126
1999,0.235174
2000,0.238006
2001,0.149915
2002,0.013505
2003,-0.12521
2004,-0.235679
2005,-0.250321
2006,-0.175088
2007,-0.034544
2008,0.120826
2009,0.240053
2010,0.247227
2011,0.155305
2012,0.012125
2013,-0.135399
2014,-0.249912
2015,-0.260812
2016,-0.179111
2017,-0.040506
2018,0.105976
2019,0.219713
2020,0.228263
2021,0.144819
2022,0.010738
2023,-0.125615
2024,-0.229797
2025,-0.242355
2026,-0.159289
2027,-0.015635
2028,0.132998
2029,0.245323
2030,0.254262
2031,0.172224
2032,0.034561
2033,-0.110419
2034,-0.223014
2035,-0.2363
2036,-0.15762
2037,-0.017318
2038,0.132671
2039,0.243487
2040,0.248395
2041,0.166018
2042,0.026546
2043,-0.115364
2044,-0.22685
2045,-0.239731
2046,-0.15454
2047,-0.011783
2048,0.133387
2049,-0.239729
2050,-0.159265
2051,-0.017595
2052,0.129818
2053,0.239227
2054,0.24941
2055,0.166426
2056,0.027275
2057,-0.117778
2058,-0.228376
2059,-0.242833
2060,-0.1614
2061,-0.020589
2062,0.126887
2063,0.239095
2064,0.245078
2065,0.161984
2066,0.025532
2067,-0.119345
2068,-0.227649
2069,-0.240773
2070,-0.164883
2071,-0.022777
2072,0.126023
2073,0.23948
2074,0.246827
2075,0.163708
2076,0.019781
2077,-0.124785
2078,-0.23267
2079,-0.242076
2080,-0.158681
2081,-0.02174
2082,0.125007
2083,0.234768
2084,0.240391
2085,0.154088
2086,0.015206
2087,-0.127462
2088,-0.233329
2089,-0.241931
2090,-0.160025
2091,-0.022218
2092,0.127564
2093,0.237368
2094,0.243775
2095,0.160309
2096,0.021791
2097,-0.124178
2098,-0.23351
2099,-0.244419
2100,-0.158344
2101,-0.014535
2102,0.13382
2103,0.240888
2104,0.241535
2105,0.152198
2106,0.014483
2107,-0.12558
2108,-0.229578
2109,-0.242141
2110,-0.163056
2111,-0.022508
2112,0.126026
2113,0.235967
2114,0.242155
2115,0.157073
2116,0.023222
2117,-0.123535
2118,-0.232612
2119,-0.240896
2120,-0.161043
2121,-0.019958
2122,0.127988
2123,0.232232
2124,0.236961
2125,0.153441
2126,0.011904
2127,-0.126566
2128,-0.227253
2129,-0.236499
2130,-0.157875
2131,-0.021268
2132,0.126056
2133,0.232859
2134,0.233832
2135,0.15121
2136,0.015404
2137,-0.12936
2138,-0.234116
2139,-0.234893
2140,-0.151885
2141,-0.016212
2142,0.13098
2143,0.237716
2144,0.241671
2145,0.151749
2146,0.016911
2147,-0.12145
2148,-0.231503
2149,-0.241585
2150,-0.156119
2151,-0.021363
2152,0.126192
2153,0.234101
2154,0.23761
2155,0.15223
2156,0.011801
2157,-0.126322
2158,-0.226827
2159,-0.236389
2160,-0.155001
2161,-0.014975
2162,0.129817
2163,0.233463
2164,0.234487
2165,0.150081
2166,0.016192
2167,-0.1236
2168,-0.226842
2169,-0.234345
2170,-0.155193
2171,-0.020335
2172,0.123247
2173,0.230326
2174,0.234766
2175,0.148594
2176,0.012315
2177,-0.123702
2178,-0.224253
2179,-0.234581
2180,-0.152404
2181,-0.01753
2182,0.126719
2183,0.234849
2184,0.234999
2185,0.15147
2186,0.01663
2187,-0.125498
2188,-0.229378
2189,-0.239061
2190,-0.156041
2191,-0.012464
2192,0.132708
2193,0.235351
2194,0.235227
2195,0.145543
2196,0.007475
2197,-0.134294
2198,-0.232372
2199,-0.23423
2200,-0.151201
2201,-0.01459
2202,0.134525
2203,0.236245
2204,0.23087
2205,0.145999
2206,0.013642
2207,-0.124985
2208,-0.226239
2209,-0.231116
2210,-0.149116
2211,-0.014249
2212,0.128899
2213,0.231269
2214,0.231408
2215,0.146717
2216,0.013697
2217,-0.12398
2218,-0.224918
2219,-0.23004
2220,-0.149678
2221,-0.012105
2222,0.132169
2223,0.233287
2224,0.231214
2225,0.142663
2226,0.007267
2227,-0.126602
2228,-0.225341
2229,-0.230571
2230,-0.145338
2231,-0.007618
2232,0.134506
2233,0.236499
2234,0.232437
2235,0.141565
2236,0.007504
2237,-0.1272
2238,-0.223975
2239,-0.230113
2240,-0.146029
2241,-0.009207
2242,0.130642
2243,0.230145
2244,0.225861
2245,0.137673
2246,0.002915
2247,-0.134576
2248,-0.228448
2249,-0.223793
2250,-0.135848
2251,-0.002897
2252,0.141698
2253,0.237867
2254,0.227305
2255,0.14
2256,0.00756
2257,-0.129749
2258,-0.229182
2259,-0.234255
2260,-0.151798
2261,-0.021599
2262,0.115379
2263,0.210859
2264,0.204319
2265,0.112966
2266,-0.020269
2267,-0.153103
2268,-0.239488
2269,-0.23058
2270,-0.140407
2271,-0.00191
2272,0.141468
2273,0.240123
2274,0.236044
2275,0.15559
2276,0.027761
2277,-0.105478
2278,-0.204042
2279,-0.206557
2280,-0.125263
2281,0.003391
2282,0.133928
2283,0.227431
2284,0.215545
2285,0.127432
2286,-0.000313
2287,-0.130277
2288,-0.217808
2289,-0.213753
2290,-0.133627
2291,-0.00994
2292,0.122986
2293,0.219801
2294,0.217344
2295,0.132904
2296,0.002811
2297,-0.127742
2298,-0.215129
2299,-0.211478
2300,-0.128197
2301,0.001085
2302,0.131125
2303,0.218812
2304,0.210714
2305,0.123647
2306,-0.007756
2307,-0.132594
2308,-0.214722
2309,-0.21196
2310,-0.132271
2311,-0.004457
2312,0.125351
2313,0.212987
2314,0.205137
2315,0.127144
2316,0.003665
2317,-0.125446
2318,-0.211008
2319,-0.208665
2320,-0.132442
2321,-0.0069
2322,0.131257
2323,0.222049
2324,0.207229
2325,0.12019
2326,-0.006811
2327,-0.130686
2328,-0.21654
2329,-0.212106
2330,-0.13183
2331,-0.005719
2332,0.128684
2333,0.219455
2334,0.208384
2335,0.119019
2336,-0.006421
2337,-0.130624
2338,-0.214339
2339,-0.212269
2340,-0.129251
2341,0.000761
2342,0.131673
2343,0.220998
2344,0.21344
2345,0.124309
2346,-0.00425
2347,-0.131272
2348,-0.219102
2349,-0.219725
2350,-0.136632
2351,-0.007058
2352,0.130131
2353,0.222225
2354,0.210214
2355,0.119636
2356,-0.009463
2357,-0.132902
2358,-0.212144
2359,-0.209362
2360,-0.125353
2361,0.004357
2362,0.135353
2363,0.223709
2364,0.214608
2365,0.121899
2366,-0.00998
2367,-0.13929
2368,-0.224127
2369,-0.216651
2370,-0.12918
2371,0.005198
2372,0.137274
2373,0.222535
2374,0.21048
2375,0.121655
2376,-0.004987
2377,-0.129728
2378,-0.218234
2379,-0.214901
2380,-0.124842
2381,0.008012
2382,0.138293
2383,0.224867
2384,0.211902
2385,0.121869
2386,-0.006949
2387,-0.134005
2388,-0.216234
2389,-0.209402
2390,-0.12356
2391,0.006769
2392,0.139049
2393,0.224222
2394,0.212982
2395,0.123461
2396,-0.005388
2397,-0.130951
2398,-0.213966
2399,-0.211202
2400,-0.13032
2401,-0.001438
2402,0.136966
2403,0.227034
2404,0.215536
2405,0.125234
2406,-0.004663
2407,-0.134119
2408,-0.218495
2409,-0.212209
2410,-0.122056
2411,0.007452
2412,0.138576
2413,0.228321
2414,0.21593
2415,0.121265
2416,-0.009084
2417,-0.136191
2418,-0.219864
2419,-0.215012
2420,-0.13079
2421,0.000472
2422,0.13855
2423,0.22782
2424,0.217163
2425,0.124613
2426,-0.007714
2427,-0.137479
2428,-0.224505
2429,-0.214014
2430,-0.12275
2431,0.007916
2432,0.139216
2433,0.225374
2434,0.208888
2435,0.117635
2436,-0.01041
2437,-0.139345
2438,-0.223729
2439,-0.217486
2440,-0.132306
2441,0.001086
2442,0.136851
2443,0.222293
2444,0.211305
2445,0.122045
2446,-0.006193
2447,-0.134362
2448,-0.219151
2449,-0.212829
2450,-0.12334
2451,0.007983
2452,0.140845
2453,0.226042
2454,0.211419
2455,0.117967
2456,-0.009952
2457,-0.138018
2458,-0.222208
2459,-0.212928
2460,-0.125474
2461,0.003607
2462,0.138827
2463,0.226542
2464,0.2157
2465,0.124462
2466,-0.008046
2467,-0.136669
2468,-0.218286
2469,-0.208064
2470,-0.120723
2471,0.008287
2472,0.14151
2473,0.226497
2474,0.211591
2475,0.121351
2476,-0.010302
2477,-0.140469
2478,-0.220343
2479,-0.211515
2480,-0.124902
2481,0.004967
2482,0.135937
2483,0.218796
2484,0.203496
2485,0.115324
2486,-0.01093
2487,-0.137552
2488,-0.211018
2489,-0.198261
2490,-0.114099
2491,0.015829
2492,0.148171
2493,0.229899
2494,0.21089
2495,0.11739
2496,-0.011277
2497,-0.137406
2498,-0.220931
2499,-0.215
2500,-0.122673
2501,0.005384
2502,0.138249
2503,0.220739
2504,0.207316
2505,0.114765
2506,-0.011511
2507,-0.137401
2508,-0.219447
2509,-0.210107
2510,-0.12297
2511,0.009219
2512,0.14093
2513,0.223362
2514,0.207357
2515,0.114183
2516,-0.013648
2517,-0.138245
2518,-0.217066
2519,-0.207301
2520,-0.121074
2521,0.008083
2522,0.142423
2523,0.226881
2524,0.203367
2525,0.108689
2526,-0.016444
2527,-0.14094
2528,-0.219432
2529,-0.206406
2530,-0.116939
2531,0.012541
2532,0.141567
2533,0.222239
2534,0.203673
2535,0.10974
2536,-0.01595
2537,-0.139142
2538,-0.217496
2539,-0.206299
2540,-0.11645
2541,0.011471
2542,0.140213
2543,0.219504
2544,0.202871
2545,0.112173
2546,-0.01733
2547,-0.14547
2548,-0.222073
2549,-0.207786
2550,-0.11566
2551,0.015196
2552,0.144246
2553,0.221709
2554,0.202424
2555,0.11268
2556,-0.01531
2557,-0.139822
2558,-0.217444
2559,-0.207603
2560,-0.11315
2561,0.020372
2562,0.148037
2563,0.224162
2564,0.201713
2565,0.106983
2566,-0.0175
2567,-0.140304
2568,-0.218636
2569,-0.203368
2570,-0.112763
2571,0.014898
2572,0.142509
2573,0.219149
2574,0.199053
2575,0.104953
2576,-0.021044
2577,-0.138641
2578,-0.213656
2579,-0.201387
2580,-0.114234
2581,0.012339
2582,0.142674
2583,0.221298
2584,0.203344
2585,0.117527
2586,-0.011072
2587,-0.138222
2588,-0.215127
2589,-0.202063
2590,-0.111585
2591,0.016224
2592,0.144299
2593,0.223154
2594,0.202617
2595,0.106015
2596,-0.023422
2597,-0.149225
2598,-0.228051
2599,-0.2151
2600,-0.124194
2601,0.004764
2602,0.133642
2603,0.207029
2604,0.185486
2605,0.093169
2606,-0.029173
2607,-0.149229
2608,-0.219256
2609,-0.199925
2610,-0.103575
2611,0.026026
2612,0.15657
2613,0.237725
2614,0.220122
2615,0.125325
2616,-0.001612
2617,-0.123938
2618,-0.203924
2619,-0.194301
2620,-0.108879
2621,0.018175
2622,0.144283
2623,0.220278
2624,0.198149
2625,0.104653
2626,-0.017806
2627,-0.138474
2628,-0.21114
2629,-0.199895
2630,-0.113446
2631,0.015294
2632,0.145304
2633,0.222612
2634,0.201013
2635,0.106366
2636,-0.023987
2637,-0.148717
2638,-0.222054
2639,-0.206618
2640,-0.117665
2641,0.00977
2642,0.138642
2643,0.220246
2644,0.203695
2645,0.105743
2646,-0.020278
2647,-0.137683
2648,-0.214063
2649,-0.201039
2650,-0.110172
2651,0.013146
2652,0.141974
2653,0.219297
2654,0.196193
2655,0.10505
2656,-0.018238
2657,-0.143046
2658,-0.21758
2659,-0.201986
2660,-0.113099
2661,0.016435
2662,0.145179
2663,0.214577
2664,0.191211
2665,0.102279
2666,-0.016053
2667,-0.137419
2668,-0.212603
2669,-0.197951
2670,-0.108684
2671,0.019753
2672,0.151999
2673,0.227079
2674,0.204217
2675,0.106621
2676,-0.022861
2677,-0.145338
2678,-0.22091
2679,-0.205974
2680,-0.107564
2681,0.024644
2682,0.146475
2683,0.219436
2684,0.196323
2685,0.098948
2686,-0.023441
2687,-0.143957
2688,-0.216752
2689,-0.199749
2690,-0.10672
2691,0.021533
2692,0.147236
2693,0.22064
2694,0.203337
2695,0.106974
2696,-0.019467
2697,-0.145795
2698,-0.225694
2699,-0.206262
2700,-0.110464
2701,0.02319
2702,0.152575
2703,0.223774
2704,0.201288
2705,0.10257
2706,-0.026252
2707,-0.150622
2708,-0.221118
2709,-0.200491
2710,-0.105199
2711,0.024651
2712,0.15232
2713,0.224857
2714,0.199406
2715,0.099626
2716,-0.024225
2717,-0.145006
2718,-0.221798
2719,-0.20236
2720,-0.108095
2721,0.020876
2722,0.150687
2723,0.223975
2724,0.19897
2725,0.100026
2726,-0.025999
2727,-0.145136
2728,-0.217291
2729,-0.203504
2730,-0.109836
2731,0.024192
2732,0.15497
2733,0.22757
2734,0.20192
2735,0.10444
2736,-0.027237
2737,-0.146645
2738,-0.221378
2739,-0.205195
2740,-0.106768
2741,0.0287
2742,0.158534
2743,0.229323
2744,0.202937
2745,0.102678
2746,-0.029029
2747,-0.148115
2748,-0.219767
2749,-0.205329
2750,-0.108605
2751,0.024869
2752,0.156875
2753,0.230995
2754,0.203562
2755,0.103216
2756,-0.026755
2757,-0.152484
2758,-0.225699
2759,-0.208705
2760,-0.107518
2761,0.026506
2762,0.155589
2763,0.226951
2764,0.198716
2765,0.100227
2766,-0.027126
2767,-0.152031
2768,-0.228257
2769,-0.207964
2770,-0.108635
2771,0.022039
2772,0.155536
2773,0.226735
2774,0.20327
2775,0.106057
2776,-0.021257
2777,-0.147034
2778,-0.220728
2779,-0.202793
2780,-0.105828
2781,0.025819
2782,0.156962
2783,0.233158
2784,0.20387
2785,0.104326
2786,-0.027251
2787,-0.157722
2788,-0.230135
2789,-0.204488
2790,-0.104398
2791,0.027635
2792,0.230037
2793,0.200491
2794,0.099321
2795,-0.028215
2796,-0.153324
2797,-0.224622
2798,-0.202869
2799,-0.105755
2800,0.026051
2801,0.161163
2802,0.235632
2803,0.207402
2804,0.106208
2805,-0.024614
2806,-0.152214
2807,-0.2241
2808,-0.205929
2809,-0.106414
2810,0.028445
2811,0.169089
2812,0.235165
2813,0.201803
2814,0.099658
2815,-0.031422
2816,-0.157175
2817,-0.227161
2818,-0.2068
2819,-0.106706
2820,0.02848
2821,0.16101
2822,0.234721
2823,0.205253
2824,0.099226
2825,-0.033766
2826,-0.160854
2827,-0.231177
2828,-0.208703
2829,-0.108246
2830,0.025482
2831,0.158191
2832,0.231028
2833,0.204242
2834,0.102952
2835,-0.027273
2836,-0.153782
2837,-0.22908
2838,-0.209352
2839,-0.110666
2840,0.027966
2841,0.167977
2842,0.237696
2843,0.202904
2844,0.098713
2845,-0.031909
2846,-0.158448
2847,-0.229869
2848,-0.208215
2849,-0.109854
2850,0.021872
2851,0.157554
2852,0.231922
2853,0.204168
2854,0.101702
2855,-0.032748
2856,-0.164766
2857,-0.233401
2858,-0.208751
2859,-0.108938
2860,0.030308
2861,0.166909
2862,0.239032
2863,0.210005
2864,0.107231
2865,-0.026774
2866,-0.159819
2867,-0.232156
2868,-0.210542
2869,-0.109466
2870,0.028926
2871,0.165554
2872,0.234837
2873,0.20498
2874,0.099488
2875,-0.035958
2876,-0.160684
2877,-0.229197
2878,-0.206736
2879,-0.102044
2880,0.03307
2881,0.161335
2882,0.234597
2883,0.20671
2884,0.1026
2885,-0.027094
2886,-0.15702
2887,-0.229631
2888,-0.205623
2889,-0.101309
2890,0.034062
2891,0.171522
2892,0.23903
2893,0.199878
2894,0.092952
2895,-0.037435
2896,-0.159771
2897,-0.225912
2898,-0.203592
2899,-0.100838
2900,0.034975
2901,0.166469
2902,0.235818
2903,0.200654
2904,0.093053
2905,-0.037892
2906,-0.159521
2907,-0.22723
2908,-0.202686
2909,-0.097079
2910,0.034041
2911,0.168355
2912,0.236423
2913,0.203385
2914,0.098329
2915,-0.036693
2916,-0.164922
2917,-0.23316
2918,-0.205312
2919,-0.101943
2920,0.032382
2921,0.166779
2922,0.235202
2923,0.20287
2924,0.093691
2925,-0.038247
2926,-0.161322
2927,-0.228228
2928,-0.201505
2929,-0.097652
2930,0.038597
2931,0.172188
2932,0.236201
2933,0.202593
2934,0.096332
2935,-0.037636
2936,-0.173379
2937,-0.245471
2938,-0.218109
2939,-0.116743
2940,0.01656
2941,0.152482
2942,0.21638
2943,0.186561
2944,0.080234
2945,-0.050327
2946,-0.173127
2947,-0.237028
2948,-0.207519
2949,-0.097348
2950,0.045084
2951,0.180504
2952,0.249224
2953,0.217803
2954,0.112561
2955,-0.020132
2956,-0.148306
2957,-0.220323
2958,-0.199702
2959,-0.097538
2960,0.03963
2961,0.170516
2962,0.232194
2963,0.199967
2964,0.095155
2965,-0.039882
2966,-0.168008
2967,-0.236011
2968,-0.208704
2969,-0.103886
2970,0.036632
2971,0.17008
2972,0.240759
2973,0.208234
2974,0.098573
2975,-0.037593
2976,-0.167235
2977,-0.229399
2978,-0.199732
2979,-0.098253
2980,0.033487
2981,0.166394
2982,0.238122
2983,0.205511
2984,0.096877
2985,-0.03962
2986,-0.170277
2987,-0.238881
2988,-0.211632
2989,-0.101403
2990,0.037213
2991,0.17041
2992,0.242887
2993,0.21003
2994,0.098779
2995,-0.040598
2996,-0.168715
2997,-0.235289
2998,-0.207339
2999,-0.09853
3000,0.041065
3001,0.175275
3002,0.240819
3003,0.204939
3004,0.09275
3005,-0.044398
3006,-0.169965
3007,-0.239649
3008,-0.209806
3009,-0.100617
3010,0.038015
3011,0.17374
3012,0.239938
3013,0.207386
3014,0.101218
3015,-0.034153
3016,-0.168425
3017,-0.235095
3018,-0.207607
3019,-0.096304
3020,0.045304
3021,0.178335
3022,0.242381
3023,0.202594
3024,0.090492
3025,-0.045222
3026,-0.171373
3027,-0.23797
3028,-0.208541
3029,-0.101469
3030,0.034049
3031,0.169859
3032,0.238912
3033,0.199649
3034,0.084296
3035,-0.047426
3036,-0.173768
3037,-0.238673
3038,-0.20649
3039,-0.098985
3040,0.039203
3041,0.174728
3042,0.239037
3043,0.208222
3044,0.099139
3045,-0.040233
3046,-0.173361
3047,-0.239097
3048,-0.208404
3049,-0.101936
3050,0.036595
3051,0.171645
3052,0.239897
3053,0.20572
3054,0.095391
3055,-0.041941
3056,-0.17144
3057,-0.236506
3058,-0.207025
3059,-0.094263
3060,0.047184
3061,0.179723
3062,0.247313
3063,0.209725
3064,0.098381
3065,-0.039283
3066,-0.171295
3067,-0.238906
3068,-0.204947
3069,-0.092142
3070,0.046536
3071,0.176284
3072,0.241011
3073,0.205092
3074,0.094755
3075,-0.040816
3076,-0.171752
3077,-0.235333
3078,-0.205896
3079,-0.097069
3080,0.043617
3081,0.179869
3082,0.245451
3083,0.206642
3084,0.097916
3085,-0.035659
3086,-0.162347
3087,-0.232121
3088,-0.205211
3089,-0.098002
3090,0.041661
3091,0.176269
3092,0.241441
3093,0.207415
3094,0.098264
3095,-0.039895
3096,-0.169402
3097,-0.23455
3098,-0.203925
3099,-0.100393
3100,0.037214
3101,0.174252
3102,0.238907
3103,0.20097
3104,0.090693
3105,-0.04631
3106,-0.172262
3107,-0.233473
3108,-0.202469
3109,-0.087606
3110,0.051179
3111,0.178246
3112,0.235643
3113,0.200361
3114,0.091224
3115,-0.046097
3116,-0.174013
3117,-0.236007
3118,-0.205166
3119,-0.095429
3120,0.04804
3121,0.177774
3122,0.236399
3123,0.200792
3124,0.091972
3125,-0.042099
3126,-0.168896
3127,-0.232359
3128,-0.200753
3129,-0.089712
3130,0.049765
3131,0.175445
3132,0.232194
3133,0.192744
3134,0.08262
3135,-0.051955
3136,-0.176293
3137,-0.236291
3138,-0.203453
3139,-0.097326
3140,0.043123
3141,0.177515
3142,0.237191
3143,0.198831
3144,0.091692
3145,-0.043245
3146,-0.170907
3147,-0.232372
3148,-0.199533
3149,-0.089333
3150,0.045284
3151,0.175899
3152,0.236688
3153,0.196834
3154,0.086004
3155,-0.048559
3156,-0.176979
3157,-0.236821
3158,-0.204914
3159,-0.094209
3160,0.047285
3161,0.177863
3162,0.236182
3163,0.197429
3164,0.087172
3165,-0.050758
3166,-0.17716
3167,-0.231625
3168,-0.199186
3169,-0.089709
3170,0.052304
3171,0.181355
3172,0.241893
3173,0.199361
3174,0.084047
3175,-0.052948
3176,-0.177047
3177,-0.237432
3178,-0.200887
3179,-0.089186
3180,0.046977
3181,0.178904
3182,0.240126
3183,0.199717
3184,0.087962
3185,-0.04782
3186,-0.178022
3187,-0.242572
3188,-0.206129
3189,-0.08836
3190,0.053324
3191,0.181939
3192,0.240343
3193,0.199813
3194,0.087482
3195,-0.046686
3196,-0.1692
3197,-0.230201
3198,-0.2031
3199,-0.096853
3200,0.044616
3201,0.182646
3202,0.241618
3203,0.197086
3204,0.085034
3205,-0.049834
3206,-0.176672
3207,-0.232388
3208,-0.196798
3209,-0.086514
3210,0.054915
3211,0.185439
3212,0.241833
3213,0.198776
3214,0.087248
3215,-0.044798
3216,-0.1738
3217,-0.233109
3218,-0.196567
3219,-0.085849
3220,0.051219
3221,0.177164
3222,0.235835
3223,0.195769
3224,0.083712
3225,-0.048143
3226,-0.173073
3227,-0.236485
3228,-0.204895
3229,-0.093983
3230,0.044949
3231,0.17957
3232,0.239256
3233,0.195582
3234,0.084562
3235,-0.049097
3236,-0.172433
3237,-0.231305
3238,-0.199987
3239,-0.090349
3240,0.047854
3241,0.177241
3242,0.235455
3243,0.194178
3244,0.080808
3245,-0.055555
3246,-0.181475
3247,-0.238723
3248,-0.204897
3249,-0.094119
3250,0.045225
3251,0.181807
3252,0.237183
3253,0.190832
3254,0.081381
3255,-0.051793
3256,-0.177546
3257,-0.236236
3258,-0.198337
3259,-0.084996
3260,0.050383
3261,0.184239
3262,0.242776
3263,0.1973
3264,0.084052
3265,-0.050388
3266,-0.18115
3267,-0.239673
3268,-0.200815
3269,-0.08957
3270,0.049321
3271,0.179913
3272,0.237648
3273,0.199657
3274,0.088164
3275,-0.048466
3276,-0.172832
3277,-0.232238
3278,-0.196122
3279,-0.083399
3280,0.050507
3281,0.177268
3282,0.237762
3283,0.197693
3284,0.083501
3285,-0.050617
3286,-0.061257
3287,-0.190009
3288,-0.248425
3289,-0.213226
3290,-0.10212
3291,0.035622
3292,0.167716
3293,0.224039
3294,0.183767
3295,0.071835
3296,-0.061343
3297,-0.182546
3298,-0.233911
3299,-0.191119
3300,-0.070544
3301,0.07565
3302,0.20858
3303,0.261787
3304,0.216565
3305,0.097988
3306,-0.04148
3307,-0.172609
3308,-0.234635
3309,-0.199343
3310,-0.085032
3311,0.057213
3312,0.19354
3313,0.248537
3314,0.200867
3315,0.08379
3316,-0.054324
3317,-0.180933
3318,-0.238329
3319,-0.198914
3320,-0.085073
3321,0.051263
3322,0.183155
3323,0.239547
3324,0.193874
3325,0.079489
3326,-0.056494
3327,-0.183474
3328,-0.239033
3329,-0.201264
3330,-0.087623
3331,0.052299
3332,0.185712
3333,0.242263
3334,0.196852
3335,0.079044
3336,-0.056253
3337,-0.179977
3338,-0.236566
3339,-0.197351
3340,-0.081941
3341,0.057896
3342,0.187303
3343,0.239711
3344,0.193237
3345,0.077577
3346,-0.060865
3347,-0.189925
3348,-0.242979
3349,-0.201304
3350,-0.085869
3351,0.054239
3352,0.185821
3353,0.239161
3354,0.194315
3355,0.079534
3356,-0.05665
3357,-0.180409
3358,-0.237141
3359,-0.200097
3360,-0.084597
3361,0.057234
3362,0.18906
3363,0.242825
3364,0.193362
3365,0.073124
3366,-0.062445
3367,-0.184983
3368,-0.23778
3369,-0.200358
3370,-0.086419
3371,0.054241
3372,0.186073
3373,0.239958
3374,0.194875
3375,0.076254
3376,-0.058829
3377,-0.181767
3378,-0.236785
3379,-0.201081
3380,-0.086267
3381,0.054651
3382,0.189397
3383,0.242749
3384,0.195818
3385,0.08062
3386,-0.056627
3387,-0.182812
3388,-0.238178
3389,-0.201272
3390,-0.08909
3391,0.053336
3392,0.187329
3393,0.240538
3394,0.195935
3395,0.081347
3396,-0.055854
3397,-0.182521
3398,-0.234352
3399,-0.195275
